Pulse_ID,Amplitude,AUC,S_AUC,D_AUC,AUC_Ratio,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff,Dicrotic_Notch_Index,State,Channel,Depth_mm
3,0.002875740674459517,3.011682757981027,0.008627110638091991,3.00018003008931,0.0028755309853306294,1.2710585016911293,0.6338245981010291,2.0053789415861827,0.002875740674459517,4,Congestion,IR,3
4,0.002805775641357578,2.9764734217800757,2.9764734217800757,0.0,,1.2567323295925474,0.6086164295660591,2.06490043406911,0.0028002290245831927,1909,Congestion,IR,3
5,0.0028377729784098736,3.005381625312989,3.005381625312989,0.0,,1.2660717165638933,0.6165284150311413,2.0535496591830937,0.002804973303502991,1921,Congestion,IR,3
6,0.002897993858299624,3.0417747044481644,3.0417747044481644,0.0,,1.279669284581117,0.6327039313453914,2.0225404350815532,0.0028494995609066095,1929,Congestion,IR,3
7,0.0029209564133502496,3.0372758737151604,0.011683263530132578,3.0226720211020184,0.0038652104656306855,1.2797468867645336,0.6115896801741518,2.092492611059301,0.0029209564133502496,5,Congestion,IR,3
8,0.0028271374063776993,3.01297722891875,3.01297722891875,0.0,,1.2839403379600534,0.6289668620240738,2.0413481464320933,0.002807327503655396,1937,Congestion,IR,3
9,0.0028077833813245218,2.8976138643851366,0.01684563574189417,2.8779609967673996,0.0058533231551142016,1.2467879651870517,0.5899291930929572,2.1134535801665115,0.0028077833813245218,7,Congestion,IR,3
10,0.0028960762239171964,3.04065352960154,3.04065352960154,0.0,,1.2863127129215841,0.6055797185297456,2.1241013751988813,0.002867003580725343,1917,Congestion,IR,3
11,0.002896409907584132,3.078135867410605,3.078135867410605,0.0,,1.2925078177239988,0.6353789158084596,2.0342315200676824,0.002893522857932398,1934,Congestion,IR,3
12,0.0029108606633391643,3.084125052310395,0.032013992760606874,3.049201880245451,0.010499138468991713,1.2973079967694499,0.6473507919004113,2.0040262760179464,0.0029108606633391643,12,Congestion,IR,3
13,0.002924664755382801,3.007528572314419,3.007528572314419,0.0,,1.2859052105659408,0.6154008855535351,2.089540721751329,0.0028496610337476603,1916,Congestion,IR,3
14,0.0029296734193905525,3.0772998707508807,0.026360285660050158,3.0480120942959665,0.008648353367554103,1.3034865930135222,0.6605073341330768,1.97346270912247,0.0029296734193905525,10,Congestion,IR,3
15,0.0030085602827671417,3.1264340657920195,3.1264340657920195,0.0,,1.3095178949370867,0.6577875872080667,1.9907914354164746,0.002981056461159313,1904,Congestion,IR,3
16,0.0029508750669163843,3.058896367055555,0.07662597151399445,2.9793305695611894,0.025719190846714368,1.3088299835560244,0.6203318271484617,2.109886880337009,0.0029508750669163843,27,Congestion,IR,3
17,0.0029706692336242324,3.123208319665302,3.123208319665302,0.0,,1.3102724014537577,0.6323011517417936,2.072228395985621,0.0029666452312578006,1917,Congestion,IR,3
18,0.002989978017689107,3.1261273752790846,3.1261273752790846,0.0,,1.3158900777278517,0.6436445858680835,2.044435868209954,0.0029538338633292227,1931,Congestion,IR,3
19,0.0030134615304800673,3.1097179647905446,3.1097179647905446,0.0,,1.3224528750727282,0.6367382970876447,2.0769174417833036,0.0029970404610832413,1920,Congestion,IR,3
20,0.0030156208618098298,3.136216357741382,0.018091480492259865,3.115110333786257,0.005807653198039569,1.328295356711069,0.6532859970437161,2.033252454088929,0.0030156208618098298,7,Congestion,IR,3
21,0.0029620653101270905,3.095150939627231,0.017770739640712897,3.0744189138369857,0.0057801946119744535,1.3143527211372743,0.6416003111447636,2.0485537464783405,0.0029620653101270905,7,Congestion,IR,3
22,0.003074356969080403,3.167070273285587,3.167070273285587,0.0,,1.3443458212740018,0.6472641000427316,2.0769664518474755,0.0029874100298459038,1916,Congestion,IR,3
23,0.0031096996378213526,3.242026454924287,0.012438098930823732,3.2264791979454923,0.0038550067016529573,1.3525700902963513,0.6528560375534148,2.0717738865755497,0.0031096996378213526,5,Congestion,IR,3
24,0.00310102025518333,3.223743290445262,0.049581780903044284,3.1710667064260574,0.015635678934968006,1.3567901492963683,0.6397153259843567,2.1209280037313767,0.00310102025518333,17,Congestion,IR,3
25,0.003053699931901091,3.2156949547155484,3.2156949547155484,0.0,,1.358567885937672,0.6315144261067821,2.1512855918638243,0.0030368640350114714,1925,Congestion,IR,3
26,0.003091394505926861,3.228557686237592,3.228557686237592,0.0,,1.36059082368314,0.6421416881140088,2.1188327262776534,0.0030664554974700908,1919,Congestion,IR,3
27,0.0030885365390521946,3.2486428231034505,0.01852934548998643,3.2270259656178553,0.005741926370412315,1.3678170124561535,0.6654015419126937,2.0556264545530953,0.0030885365390521946,7,Congestion,IR,3
28,0.003123761231966486,3.3210466346267804,0.01249483610375144,3.305428206558079,0.0037800960489661434,1.3799344143080212,0.6252532506133756,2.207000784009201,0.003123761231966486,5,Congestion,IR,3
29,0.0026991791920305836,2.911684549292227,0.01619308085854889,2.8927932817297393,0.005597731770472819,1.1928378495128733,0.5153881648488007,2.3144455594218307,0.0026991791920305836,7,Congestion,IR,3
