State,Pulse_ID,PI_Ratio,Amplitude_Ratio,Delta_A_Ratio,Rise_Decay_Ratio_Red,Rise_Decay_Ratio_IR,b_a_Red,b_a_IR,c_a_Red,c_a_IR,d_a_Red,d_a_IR,e_a_Red,e_a_IR,Skewness_Red,Skewness_IR,Kurtosis_Red,Kurtosis_IR,Variance_Red,Variance_IR
Ischaemia,28,0.4631690708402697,0.6671978861749588,0.46316907084026976,0.41933139534883723,0.16806220095693783,-0.9911688381219504,-0.9726043754794951,0.7374966292846836,0.192193756234824,-0.759072359155113,-0.20794582989394095,0.9075170576142632,0.5129999111280409,-0.18836172131553441,-0.2091123589714265,-1.1043256862230229,-1.1285624611212102,0.08271605185141896,0.0809807911189983
Ischaemia,29,0.45965827826321987,0.6620680115589307,0.45965827826321987,0.14285714285714285,0.15425219941348975,-1.1214230888137517,-1.0917529697296886,0.5567024959464125,0.2903489410811201,-0.35373529084474725,-0.24536546933624717,0.7450623891015086,0.4627769018413748,0.12545771040974052,0.2116848965521432,-0.21859686836792003,0.42669385862513654,0.049976399118419536,0.04237533256338846
Congestion,0,0.815179448344878,1.1938709073366447,0.815179448344878,0.3541076487252125,0.19799498746867167,-0.9270571683141605,-1.1393214631000834,0.4418550912173098,0.32527458032650786,-0.562302775715901,-0.35275720368850805,0.5456427136028315,0.7212787067010674,-0.34862194471349295,-0.42413494099876053,-1.3045352758906796,-1.226577432894282,0.10002099203638559,0.10731873799794082
Congestion,1,0.7800341094774883,1.142476363734753,0.7800341094774884,0.21269841269841272,0.32363132363132363,-1.0026813354294501,-0.7552837167371242,0.3523333304021302,0.24703434316108822,-0.5672469825954632,-0.23337925031193946,0.7717702571884842,0.3350308076580719,-0.26213002116766865,-0.2527678866013156,-1.2993782897821413,-1.3466301307389719,0.1035654421513996,0.11273591483188965
Congestion,2,0.854927431486661,1.252319298615767,0.854927431486661,0.18692730604764812,0.2128589263420724,-1.7823324793454713,-1.0159593960675732,0.9440932208064603,0.40809881347460647,-0.4684594855055055,-0.3705847932803642,2.2215471623934238,0.5078823030469504,-0.2712438165515548,-0.18625822235174994,-1.024708545708337,-1.4523986938665319,0.07462080690685159,0.12091875649231484
Congestion,3,0.7439238104254493,1.0898492307364331,0.7439238104254493,0.3263598326359833,0.22709677419354837,-0.7737975282999586,-0.8865708120989974,0.528769008842241,0.23086388510794295,-0.3420639987330466,-0.276820265650551,0.4209766181136043,0.3175690803783178,-0.3629162990980375,-0.21134486911025366,-1.2283099212346953,-1.3375310235053846,0.08588322255676593,0.11298365340175293
Congestion,4,0.7941998569931874,1.1634582980761843,0.7941998569931873,0.20074812967581046,0.21744627054361565,-0.8736011802052673,-0.848140611942952,0.3070307879284102,0.2970767205166624,-0.16776044836529047,-0.39551724564405,0.6769624474449255,0.46028625793986033,-0.2555268105982231,-0.2205800265897052,-1.0805309038241806,-1.4293877659650447,0.0901034710338066,0.12236285259324538
Congestion,5,0.8150696686755249,1.1940753625298834,0.815069668675525,0.1798029556650246,0.21496512365250478,-1.1299144945502138,-0.8852988123476061,0.29699924832585356,0.2784354429241758,-0.43052986687907957,-0.3286389631546983,0.7536908289110578,0.39823071047373226,-0.2963768329840742,-0.24602311679236732,-0.9879573876030432,-1.415216871074281,0.08963024489822653,0.12221180231817899
Congestion,6,0.7710675981775706,1.1296752443730376,0.7710675981775706,0.19406674907292953,0.236084452975048,-1.0193748005881964,-0.9296447025637501,0.7076170014655608,0.2594585671372078,-0.3878998053529524,-0.28567137734386977,0.4865146848222527,0.5008117706840403,-0.3677140504208875,-0.22536168198496004,-1.1552419315961024,-1.4102643731053512,0.09219166174927886,0.11453257860155742
Congestion,7,0.7531605654803177,1.1035440060355122,0.7531605654803178,0.3633782824698368,0.21275252525252525,-1.2231713666978739,-0.9946296688745997,0.6576847070324926,0.2506742657420899,-0.3716701367212806,-0.39149652852539185,0.6128735456807376,0.5242188618991637,-0.10106257903712444,-0.197170725154533,-1.445444640690922,-1.4014745724189361,0.10046798938500325,0.11460247827972217
Congestion,8,0.7088577971129061,1.0387549669442369,0.7088577971129061,0.1681845780206436,0.199501246882793,-0.8813553439941919,-0.9714652990230312,0.25951989577684476,0.30313484818214265,-0.40241088474163267,-0.33497312390784983,0.6177391544579273,0.3923501651934963,-0.19867159092656841,-0.17220912046388656,-1.217897627594339,-1.4340500287111355,0.0935766572962127,0.114837264051072
Congestion,9,0.6807229624061731,0.9975626044869196,0.6807229624061731,0.2001254705144291,0.3293954134815844,-1.6551261988524624,-0.8835510271155063,0.729257504684222,0.22912147323985574,-0.6856290123563183,-0.30268940099962294,0.9208592990858282,0.3219794538221792,-0.3834358976194645,-0.17753774243955966,-1.2798413704714897,-1.4402076619203557,0.10439492360537703,0.12107532146082858
