PI,Amplitude,AUC,S_AUC,D_AUC,AUC_Ratio,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff,Crest_Time,Decay_Time,Pulse_Width,PW50,Rise_Decay_Ratio,Systolic_Width,Diastolic_Width,Width_Ratio,Upslope,Downslope,Slope_Ratio,Delta_T,b_a,c_a,d_a,e_a,DNP,RWI,Skewness,Kurtosis,Variance,State,Channel,Pulse_Index
0.04323007627937358,0.001010546116931441,1.0649256464053354,0.16525738553915859,0.8996682608661767,0.18368702410562363,0.32932550488396184,0.08422310847151979,3.9101561373065246,0.0009849334056352419,0.157,0.816,0.973,0.579,0.19240196076073507,0.4015,0.5715,0.7025371827292148,11.701299311284572,-3.751181900409904,3.11936334244255,0.1545,-0.8449837476804675,0.3865716366960153,-0.5379810339918619,0.5042439179640151,240.98653187181435,0.93971944803063,-0.2127150118118539,-1.285293689627493,0.09897874866091894,Normal,IR,10
0.04451078929126379,0.0010404857054343909,1.0690695318166985,0.18119862968377315,0.8878709021329253,0.20408218044771248,0.33680672691850627,0.07465742333361913,4.511362854866998,0.001035095006481977,0.166,0.82,0.986,0.5145,0.20243902436555625,0.412,0.574,0.7177700347181586,10.286431634936378,-3.164745432663267,3.250318818204243,0.1645,-0.9642234116210092,0.4741104658454887,-0.7280287778496108,0.6711227065469006,328.4119553543826,0.9005934149508272,-0.1712683964176501,-1.3121083728422651,0.09395005458333842,Normal,IR,11
0.04190642117639638,0.0009796190094644081,1.0405919498681766,0.2938780309779935,0.7467139188901832,0.3935617423275285,0.323033885885453,0.07325183726773582,4.409908303921058,0.0009736511611450943,0.227,0.744,0.971,0.5345,0.30510752684071135,0.45,0.521,0.8637236082795156,12.066795493225527,-2.6460707226652858,4.560269455162211,0.152,-1.07671502492328,0.5772193735153849,-0.5543647081927733,0.504316172814951,236.13960622005425,0.88750498349075,-0.1770683260115021,-1.2847845723717963,0.10598790377112317,Normal,IR,12
0.043553204289636355,0.001018123350319429,0.992909284748967,0.156466238059506,0.836443046689461,0.18706143671117123,0.2889932610887855,0.07307031124567528,3.95500245950286,0.0010092725685479718,0.1645,0.773,0.9375,0.5135,0.21280724447441046,0.396,0.5415,0.7313019389231207,10.774140189379636,-2.2966812396770138,4.691177862551664,0.0,-1.1995064709502818,0.7474797243819991,-0.6847168217285621,0.5609824654827016,207.86591342960014,0.9134154162501963,-0.13380407799127478,-1.35442942096664,0.09646779250209708,Normal,IR,13
0.043350769558163124,0.0010133900415134822,1.0096325265526667,0.15486955509694866,0.8547629714557179,0.18118421158918144,0.2541925001468583,0.08324337782271181,3.0536062626250704,0.0009694694785250199,0.205,0.826,1.031,0.513,0.24818401934041356,0.4525,0.5785,0.7821953326219195,10.829573944695085,-3.751561887717884,2.886684071469274,0.0005,-0.8809277780757182,0.5925573472278463,-0.6304486029647096,0.7018194470821658,248.58361063869722,0.9073526146064103,-0.03477313967498863,-1.380341542302411,0.10115091944071684,Normal,IR,14
0.04300693219390586,0.0010053813339409223,1.0314278597212778,0.1484250371291976,0.8830028225920803,0.16809123743985607,0.34286657934791154,0.060471245991225046,5.669910933051944,0.0010015789558130064,0.141,0.835,0.976,0.525,0.16886227542887877,0.3915,0.5845,0.6698032505269798,12.692583286332308,-2.9946960770199667,4.238354397064196,0.0,-0.7829264304172957,0.4253698788835086,-0.4709198784716931,0.4441197261275432,238.15359856678208,0.898388060340977,-0.233611114169639,-1.2994305121176974,0.09780057370421635,Normal,IR,15
0.041628335470574325,0.0009731664235501325,0.9933437331221062,0.1403729856574214,0.8529707474646848,0.16456951901129088,0.3185762460487218,0.06078075669059908,5.241399792804089,0.0009709642054975055,0.1445,0.8265,0.971,0.5255,0.1748336357925186,0.392,0.579,0.6770293608502541,12.45021825034786,-3.8400312982173546,3.2422179099955155,0.0,-0.9743836978215021,0.5229636550797886,-0.5600135969712672,0.6066365921862784,237.67255158467515,0.8920234603257919,-0.18011193878981527,-1.408193302636859,0.1025489375797912,Normal,IR,16
0.0437669338218709,0.0010231711411820695,1.0325211191003536,0.15643743248471925,0.8760836866156343,0.17856448517057807,0.3075306695238642,0.08716162275517915,3.528280675026357,0.0009795037127850888,0.1645,0.815,0.9795,0.5355,0.20184049077278032,0.409,0.5705,0.7169149867279728,10.73116720954863,-2.8544100651901942,3.759504403393296,0.0,-0.9399317365305504,0.5012049827637947,-0.5722638222172448,0.5287583796158523,249.20318956460721,0.9362738546109637,-0.12217810141089705,-1.2834292028203944,0.09255387901791107,Normal,IR,17
0.04416493916225758,0.001032484177894691,1.052847863347844,0.17876397272633215,0.8740838906215118,0.20451580749162598,0.32996488965647286,0.07549230454867531,4.3708413882985475,0.0010274604642445272,0.171,0.819,0.99,0.528,0.20879120876571539,0.4165,0.5735,0.7262423712770283,10.934173023167432,-2.6406174482615086,4.14076375582235,0.0005,-0.875538965350681,0.4535247592828374,-0.5930239050683455,0.532130193969579,209.58636243117076,0.9010755162991346,-0.060456192268709505,-1.341980627453105,0.09610850639411081,Normal,IR,18
0.042295468379435736,0.000988798473941419,1.0547753761290652,0.2945815714420557,0.7601938046870096,0.3875085137330096,0.3300897656111623,0.08211316246635961,4.019937307181427,0.0009626428428748256,0.223,0.7465,0.9695,0.5675,0.29872739446768554,0.4465,0.523,0.8537284893205108,11.830617275203736,-3.440295194163525,3.438837834302865,0.145,-0.7390469086113116,0.48844461713876786,-0.5339212046758882,0.4838035286922842,244.49541888225184,0.8818207386179457,-0.24473612898856797,-1.218976891322959,0.09972382448431105,Normal,IR,19
