Pulse_ID,Amplitude,AUC,S_AUC,D_AUC,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff,State,Channel,Depth_mm
21,0.0030163709648438164,3.064425833868561,3.064425833868561,0.0,1.2904881074135717,0.5679511024480881,2.2721817104519575,0.0029654974880164147,Ischaemia,IR,3
22,0.0030353290919807588,3.1349207536482475,0.0,3.1318854772482894,1.308911837301013,0.5943923719742944,2.2021006645045222,0.0030353290919807588,Ischaemia,IR,3
23,0.00305837881078346,3.150546597799693,3.150546597799693,0.0,1.3061737738152626,0.5965129322929048,2.1896822400723646,0.002980083284188544,Ischaemia,IR,3
24,0.0030267928918388583,3.0909992343814654,0.0,3.0879724575984344,1.2981078359721292,0.5838908485203597,2.223202914143405,0.0030267928918388583,Ischaemia,IR,3
25,0.0030171386852294643,3.1324025439403047,0.0,3.1293854056663135,1.313483465382964,0.5928721029060063,2.2154583744872256,0.0030171386852294643,Ischaemia,IR,3
26,0.002971370785612838,3.0501310809605675,0.0,3.0471597491837525,1.2841101967644755,0.5786579635051654,2.219117817002121,0.002971370785612838,Ischaemia,IR,3
27,0.0030050558335638113,3.1120156326525157,0.0,3.109010578951903,1.3020375854121247,0.5736661105575366,2.269678409531105,0.0030050558335638113,Ischaemia,IR,3
28,0.0029556766339427594,3.110794523119571,0.0,3.107838908328449,1.2940265831742521,0.5601618440891698,2.310094121598653,0.0029556766339427594,Ischaemia,IR,3
29,0.002691733472113083,2.7946729664512246,0.0,2.791981272788129,1.1279764723496841,0.4798787161035701,2.3505449074891622,0.002691733472113083,Ischaemia,IR,3
0,0.0028496189238472747,2.6575634267336516,2.6575634267336516,0.0,1.1329666502638607,0.5820885403333005,1.9463819878933377,0.0025931692777819634,Congestion,Red,3
1,0.0031328927054320183,3.2905323135308775,3.2905323135308775,0.0,1.3527596157310273,0.6297160317959611,2.148205774391567,0.0030752854461704743,Congestion,Red,3
2,0.0030315275441844406,3.1836583137264522,0.0,3.180626815835414,1.2856726950220898,0.5571312999560762,2.307665527180848,0.0030315275441844406,Congestion,Red,3
3,0.0029798252213145762,2.9537440743174557,2.9537440743174557,0.0,1.2064156403977317,0.5656767281897498,2.1326944883492773,0.00270608869107745,Congestion,Red,3
4,0.0031032406257871523,3.018000089110084,3.018000089110084,0.0,1.2088802062452912,0.5627744507046168,2.148072295627002,0.0030670144054278595,Congestion,Red,3
5,0.0032375625183988055,3.3362073334161355,0.0,3.332969772708672,1.3342373582162776,0.6264909979039394,2.1296991699485806,0.0032375625183988055,Congestion,Red,3
6,0.003099037634745885,3.5368540747680193,3.5337550453547646,0.0,1.3276717097950357,0.9121498766082762,1.4555411822581497,0.0030737529971468927,Congestion,Red,3
7,0.003070334705542089,3.623499716593324,0.0,3.6204294127352687,1.370026866865138,1.302367372077414,1.051951159279889,0.003070334705542089,Congestion,Red,3
8,0.002712009700296828,2.2153529183942124,0.0,2.2126409360187664,0.9239861028756168,0.5416764420606681,1.7057897134321558,0.002712009700296828,Congestion,Red,3
9,0.002829707620085418,2.9989160146372984,2.9989160146372984,0.0,1.1978490602678749,0.5203565797003374,2.301977349758297,0.00274965302955682,Congestion,Red,3
10,0.002720003043585232,2.9194955205570574,0.0,2.91677551916463,1.191986994141862,0.5232578757292079,2.278010612799126,0.002720003043585232,Congestion,Red,3
11,0.0031190365164802357,3.5099212973701928,3.5099212973701928,0.0,1.3381774600823895,0.6625262124881951,2.019810589918709,0.002976014248192797,Congestion,Red,3
12,0.003388747484062031,3.729476001994664,3.729476001994664,0.0,1.418018449252259,0.7792266082369442,1.8197767302384948,0.0032739055172524784,Congestion,Red,3
13,0.003317203334980254,4.325003552299606,0.0,4.321686361192172,1.5427817767690368,1.3834667909732627,1.1151563498562165,0.003317203334980254,Congestion,Red,3
14,0.0029488700227579927,2.3412042872031233,2.3412042872031233,0.0,1.0402445419680895,0.5719036632954303,1.8189156823615704,0.002786242364111783,Congestion,Red,3
15,0.0030759128230551996,3.175367071725453,0.0,3.1722911608114845,1.3114980896388078,0.5946863112083395,2.2053611541418916,0.0030759128230551996,Congestion,Red,3
16,0.002846892855468041,3.007161819019691,0.0,3.0043149672516973,1.2583372467598164,0.5929751592484337,2.1220741326747916,0.002846892855468041,Congestion,Red,3
17,0.002813980717228984,2.772066575122006,2.772066575122006,0.0,1.1359165807808895,0.6191796924184597,1.8345507688472509,0.002622111239606392,Congestion,Red,3
18,0.002911749295454036,2.7564282361678307,0.0,2.753516512302859,1.182628215443129,0.5765869227956566,2.05108400604891,0.002911749295454036,Congestion,Red,3
19,0.002701286058251172,2.658344882957224,0.0,2.655643607761567,1.074624382777009,0.4623176535474063,2.324428614246755,0.002701286058251172,Congestion,Red,3
20,0.002871740737486252,3.1013203220440975,3.1013203220440975,0.0,1.1878752990248613,0.5410916387771435,2.1953310934714056,0.0025322885479896317,Congestion,Red,3
21,0.00276049488361892,2.8356100962677826,0.0,2.8328496143879143,1.1621372355931792,0.48658910174993825,2.3883338763933315,0.00276049488361892,Congestion,Red,3
22,0.0027634846471784186,3.6059389082758266,3.6059389082758266,0.0,1.3397411108667527,1.1344166694959743,1.1809956137739097,0.0026586628082058104,Congestion,Red,3
23,0.0027336791876359234,2.3157588482175173,2.3157588482175173,0.0,0.9802843646964907,0.5302087563070563,1.8488649103501131,0.002719298269985065,Congestion,Red,3
24,0.0029240048273459036,3.0291118873503473,3.0291118873503473,0.0,1.2765606028739251,0.6057167900683532,2.1075205835550133,0.0027842117353308366,Congestion,Red,3
25,0.0027611941078033763,2.731953330558558,0.0,2.729192170022891,1.1740720720941695,0.5900205657337018,1.9898833028543481,0.0027611941078033763,Congestion,Red,3
26,0.002808862779547581,2.755292564541887,0.0,2.752483702074016,1.168463701351827,0.583172023584733,2.003634697990709,0.002808862779547581,Congestion,Red,3
27,0.002783866801666408,3.40023293988125,0.0,3.397449092061204,1.2827382462951378,1.0499706563416122,1.2216896144169895,0.002783866801666408,Congestion,Red,3
28,0.0027891745552893112,2.4240064285171465,0.0,2.421217264394834,1.064784379512063,0.4780638110739207,2.227285050336974,0.0027891745552893112,Congestion,Red,3
29,0.002414342680598149,2.6463358326996733,2.6463358326996733,0.0,1.0485725315421734,0.4422997030906887,2.3707285449549014,0.0023750613612512237,Congestion,Red,3
0,0.002734599846905388,2.8418865035159255,2.8418865035159255,0.0,1.1169086544621574,0.6154900725199335,1.8146655881699616,0.002455924842894905,Congestion,IR,3
1,0.002777297634886632,2.879176742533084,0.0,2.876399462289954,1.2184110907399812,0.6000207255822005,2.030615008436177,0.002777297634886632,Congestion,IR,3
2,0.002876724194291653,3.04732216453563,3.04732216453563,0.0,1.2867128306235411,0.6431905370127535,2.0005157983193826,0.0028021154883365773,Congestion,IR,3
3,0.002875740674459517,3.011682757981027,0.0,3.0088070384123373,1.2710585016911293,0.6338245981010291,2.0053789415861827,0.002875740674459517,Congestion,IR,3
4,0.002805775641357578,2.9764734217800757,2.9764734217800757,0.0,1.2567323295925474,0.6086164295660591,2.06490043406911,0.0028002290245831927,Congestion,IR,3
5,0.0028377729784098736,3.005381625312989,3.005381625312989,0.0,1.2660717165638933,0.6165284150311413,2.0535496591830937,0.002804973303502991,Congestion,IR,3
6,0.002897993858299624,3.0417747044481644,3.0417747044481644,0.0,1.279669284581117,0.6327039313453914,2.0225404350815532,0.0028494995609066095,Congestion,IR,3
7,0.0029209564133502496,3.0372758737151604,0.0,3.034354950613756,1.2797468867645336,0.6115896801741518,2.092492611059301,0.0029209564133502496,Congestion,IR,3
8,0.0028271374063776993,3.01297722891875,3.01297722891875,0.0,1.2839403379600534,0.6289668620240738,2.0413481464320933,0.002807327503655396,Congestion,IR,3
9,0.0028077833813245218,2.8976138643851366,0.0,2.894806107755697,1.2467879651870517,0.5899291930929572,2.1134535801665115,0.0028077833813245218,Congestion,IR,3
10,0.0028960762239171964,3.04065352960154,3.04065352960154,0.0,1.2863127129215841,0.6055797185297456,2.1241013751988813,0.002867003580725343,Congestion,IR,3
11,0.002896409907584132,3.078135867410605,3.078135867410605,0.0,1.2925078177239988,0.6353789158084596,2.0342315200676824,0.002893522857932398,Congestion,IR,3
12,0.0029108606633391643,3.084125052310395,0.0,3.0812142079053633,1.2973079967694499,0.6473507919004113,2.0040262760179464,0.0029108606633391643,Congestion,IR,3
13,0.002924664755382801,3.007528572314419,3.004603913664867,0.0,1.2859052105659408,0.6154008855535351,2.089540721751329,0.0028496610337476603,Congestion,IR,3
14,0.0029296734193905525,3.0772998707508807,0.0,3.074370238199468,1.3034865930135222,0.6605073341330768,1.97346270912247,0.0029296734193905525,Congestion,IR,3
15,0.0030085602827671417,3.1264340657920195,3.1264340657920195,0.0,1.3095178949370867,0.6577875872080667,1.9907914354164746,0.002981056461159313,Congestion,IR,3
16,0.0029508750669163843,3.058896367055555,0.0,3.0559455211773408,1.3088299835560244,0.6203318271484617,2.109886880337009,0.0029508750669163843,Congestion,IR,3
17,0.0029706692336242324,3.123208319665302,3.123208319665302,0.0,1.3102724014537577,0.6323011517417936,2.072228395985621,0.0029666452312578006,Congestion,IR,3
18,0.002989978017689107,3.1261273752790846,3.1261273752790846,0.0,1.3158900777278517,0.6436445858680835,2.044435868209954,0.0029538338633292227,Congestion,IR,3
19,0.0030134615304800673,3.1097179647905446,3.1097179647905446,0.0,1.3224528750727282,0.6367382970876447,2.0769174417833036,0.0029970404610832413,Congestion,IR,3
20,0.0030156208618098298,3.136216357741382,0.0,3.1332007858311197,1.328295356711069,0.6532859970437161,2.033252454088929,0.0030156208618098298,Congestion,IR,3
21,0.0029620653101270905,3.095150939627231,0.0,3.092188913922201,1.3143527211372743,0.6416003111447636,2.0485537464783405,0.0029620653101270905,Congestion,IR,3
