Depth,Channel,State,Pulse_Index,AC_Component,AUC,AUC_Ratio,Amplitude,DC_Component,DNP,D_AUC,Datum_Area_Ratio,Delta_T,Diastolic_Width,Downslope,Downslope_Length,Downslope_Length_Ratio,End_Datum_Area,Fall_Time,IPAR,Kurtosis,Length_Height_Ratio,Max_Start_Datum_Diff,Onset_End_Slope,PI,PW50,Pulse_Width,RWI,Rise_Decay_Time_Ratio,Rise_Time,SDPPG_b_a,SDPPG_c_a,SDPPG_d_a,SDPPG_e_a,S_AUC,Skewness,Slope_Length_Ratio,Slope_Ratio,Start_Datum_Area,Systolic_Width,Upslope,Upslope_Length,Upslope_Length_Ratio,Variance,Width_Ratio
3,IR,Normal,0,0.004693246632318751,4.689759564695999,0.23434822647075856,0.004693246632318751,1.8220526288600665,0.7561022181755483,3.79938129621776,3.8071199085168383,0.1385,0.54,-1.911134561589229,1.275600236349793,0.5556933528605408,0.3529941964485914,0.771,0.5952388200174785,-1.3274840892286017,2.295511106583774,0.004719146641476,-0.013680697139685784,0.2575801904798663,0.5225,0.9605,0.8805243379513346,0.2457846951691589,0.1895,-1.05422734168075,0.31513075837512483,-0.20185095337637196,0.2484313815691792,0.8903782684782386,-0.14067152088751822,0.7995536473018959,4.689711785897019,1.3438912332710482,0.4205,8.962670278389112,1.0199108215525927,0.444306647095896,0.09720489052461441,0.7787037035594992
3,IR,Normal,1,0.004898197336749545,4.807638237616312,0.24608290795999127,0.004898197336749545,1.8220923010594845,0.7577895493659617,3.8582009326028457,3.865169854213493,0.146,0.5345,-1.730671976960025,1.2689377311862988,0.5554011381395634,0.352360683692682,0.763,0.5931044354634286,-1.3543948639988066,2.2847230042787925,0.0048299001590873,-0.020057915508509664,0.26882267894072037,0.512,0.9585,0.8854298729009548,0.2562254259166153,0.1955,-0.8886478158622783,0.17693538860141614,-0.18753979317003003,0.18835837496378582,0.9494373050134669,-0.0989818272880664,0.8005004513871019,5.0137421061568785,1.3619338928055273,0.424,8.677142963331619,1.0157852266768073,0.4445988618166677,0.0993443280096636,0.7932647332472844
3,IR,Normal,2,0.00484336129616,4.892130685758905,0.24947677487240644,0.00484336129616,1.8221086140900977,0.778526790887222,3.915343433441193,3.7479643330882206,0.142,0.537,-1.9190776473274127,1.2754751653097731,0.5546991925788783,0.3578487374810341,0.7665,0.570898302765422,-1.3882245303974166,2.2993997621150073,0.0047090357192984,-0.014054097556736487,0.2658107896774753,0.514,0.9695,0.899855811249558,0.26484018261384995,0.203,-0.9043369327130922,0.18149043221160327,-0.1690052244568629,0.23011534949781232,0.9767872523177111,-0.11665395386883294,0.8027788994471953,4.412377592362343,1.341204305094362,0.4325,8.467695209512158,1.023924549559887,0.4453008073776323,0.10246534015995339,0.805400372289497
3,IR,Normal,3,0.0047906985097801,4.843560865350349,0.24495492201326605,0.0047906985097801,1.82223385341064,0.7785079586723145,3.890551199631501,4.097539065862324,0.138,0.539,-1.970178424025903,1.272381152233871,0.551399596911935,0.33458945704348414,0.7695,0.5926702615267428,-1.399236043353589,2.3075482567211867,0.0046563432205617,0.009995735641700204,0.2629025083992672,0.5165,0.9655,0.9038059244266993,0.25471085116897846,0.196,-0.8757156933298186,0.19926359551333328,-0.2514863503492405,0.21713493352761087,0.9530096657188485,-0.11679746783571937,0.813566795336484,4.49528106887849,1.370993371671094,0.4265,8.856505772286027,1.0351670565508102,0.44860040304472876,0.10364355582162729,0.7912801482762003
3,IR,Normal,4,0.0047491045343824,4.759883874948078,0.24195370463122579,0.0047491045343824,1.8223270393014308,0.7793906589672038,3.8325775406718874,4.00642021060475,0.1395,0.5365,-1.8140617739032905,1.279040155338155,0.5536172644599797,0.3336456963150772,0.766,0.585822776752816,-1.4030090781152242,2.310332903607611,0.0046433800322137,-0.003835411254709214,0.2606065997869576,0.511,0.962,0.8975466881489206,0.2558746735958388,0.196,-1.0446401391674365,0.20327053987568186,-0.3388761734464143,0.2153509323496907,0.9273063342761909,-0.10236222942868596,0.8063020503835912,4.868963728552091,1.336724861298662,0.4255,8.832600978974881,1.0312926998527314,0.4463827354967363,0.10423949716250364,0.7931034481280329
3,IR,Normal,5,0.0047548394194944,4.7819825510977525,0.2486553445466506,0.0047548394194944,1.8223434582238867,0.7782992649878137,3.829705748634009,3.816627161542379,0.141,0.536,-1.7949762223115968,1.2741339533228215,0.5525189341398838,0.34965694677329817,0.7655,0.5833708917254979,-1.3881288420049036,2.3060458225204443,0.004624963267944,-0.0052360223576945536,0.2609189501449796,0.5115,0.965,0.8935315268896946,0.2606139777582477,0.1995,-0.9921559056837415,0.1628031030251256,-0.2681959313028575,0.20900611927387933,0.9522768024637435,-0.10051068079562443,0.8098927260804797,4.855416718623601,1.3345102006586105,0.429,8.715357559829101,1.0319118209293079,0.44748106581675196,0.10260349258913766,0.8003731341790348
3,IR,Normal,6,0.0047571265543628,4.741498768689583,0.2500280717804564,0.0047571265543628,1.8224268338424103,0.7745712725012482,3.7931138313646877,4.077390005652023,0.1435,0.5355,-1.9273138509338423,1.2632877508021625,0.5494324357905661,0.32882113151375003,0.765,0.5928103048899418,-1.39676706789,2.2992595538318796,0.0046271396812661,0.012074297949769308,0.2610325125685198,0.506,0.963,0.8943259845976963,0.25882352937793157,0.198,-0.9925271665052607,0.16850100766680734,-0.22938063348959456,0.21988312964236298,0.9483849373248948,-0.09784271042817566,0.8200600015213221,4.570459458777194,1.3407319956890928,0.4275,8.808709820489923,1.035971754926695,0.45056756416594157,0.10238943439075907,0.7983193275820132
3,IR,Normal,7,0.0046902147236662995,4.769243705781176,0.2380709275978488,0.0046902147236662995,1.822492491286811,0.7978308918105191,3.8521570933022655,3.749235034090017,0.1385,0.536,-1.8893694651011899,1.2827859486956261,0.5573778864786563,0.3490407291350891,0.7655,0.5667545872927451,-1.4001852706340803,2.301465499404939,0.0045336070777146,-0.01813589142659416,0.25735166239819834,0.5275,0.9625,0.9138580454603374,0.2573481384379689,0.197,-0.823380687384358,0.22491391994932283,-0.3055859051499182,0.17925545833269066,0.9170866124789104,-0.13847491050084612,0.7941149517784781,4.610237038302095,1.3086357303725238,0.4265,8.710441087507547,1.018679501869948,0.44262211347789293,0.10428394411920298,0.7957089550754274
3,IR,Normal,8,0.004762000592727,4.888748810461528,0.23752866314864754,0.004762000592727,1.8225476101800802,0.7915845124208392,3.950412589231928,3.6292975796915092,0.1405,0.539,-1.9684771107691859,1.2810246090577806,0.5535026120505805,0.3731649322840874,0.7695,0.5719585728438394,-1.380556750497443,2.31439673072083,0.0045967572128874,-0.0018524042918918087,0.2612826444624511,0.5145,0.966,0.9010185397845482,0.25536062374849117,0.1965,-0.9408724290614738,0.16053468577065627,-0.2645946577757543,0.20983342370587513,0.9383362212296,-0.13640231868996777,0.8066762073934984,4.475946420946502,1.3543265859273141,0.427,8.810798079110043,1.033372073293137,0.44649738790621185,0.10281982792413746,0.7922077920608148
3,IR,Normal,9,0.0048529776993676,4.854340467061821,0.24753539610232092,0.0048529776993676,1.822612919390476,0.7712437895389991,3.8911444775062094,4.026053298214496,0.142,0.537,-1.8573291956278126,1.262997126609673,0.5495216292567511,0.3408039464462188,0.767,0.5899334810282808,-1.3837152250450446,2.2983574898805568,0.0046876923442686,0.014875726128008254,0.26626485785716275,0.516,0.9645,0.8856520059826941,0.25749674051401605,0.1975,-0.8931487738104723,0.15603395582122648,-0.20790216551240087,0.22403735168151678,0.9631959895556117,-0.12251157598337875,0.8197645855602833,4.728464561208713,1.372094853036921,0.4275,8.782315280497244,1.0353603161409837,0.45047837069973967,0.10031947748669028,0.7960893853266127
