time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,Red_processed,IR_processed
0.0,2.50355696,-0.05268772,2.448965857,0.021306272,29.83786803,71.30093641,0.000574863836614655,0.000512164182576196
0.0005,2.50355696,-0.054660893,2.448636995,0.008151785,29.75529361,71.24397731,0.0005677599712106231,0.0005043658092053835
0.001,2.503392529,-0.053345444,2.448143702,-0.002700667,29.98103664,71.1496388,0.0005606413817213879,0.0004965501930302629
0.0015,2.50355696,-0.04972796,2.448636995,0.012262562,30.04757142,70.74677183,0.0005535583672499126,0.0004888332159115042
0.002,2.503392529,-0.0467682,2.447979271,-0.002207374,29.95014549,70.50944224,0.000546446183175695,0.0004810021333417939
0.0025,2.502899236,-0.049070236,2.448965857,0.01653777,30.1669776,70.61505391,0.0005393056219141048,0.0004733376118260001
0.003,2.503721391,-0.04972796,2.448308133,0.002396696,30.11232403,70.05139614,0.0005323020223442236,0.000465512100026394
0.0035,2.50355696,-0.05268772,2.448143702,-0.0076336,30.10697748,70.07631575,0.0005252065557454429,0.00045774026017757566
0.004,2.503392529,-0.053181013,2.448308133,0.007822922,29.98341288,70.00808349,0.000518119019808318,0.0004500064348145514
0.0045,2.502899236,-0.061073706,2.44781484,-0.004016116,29.96083858,69.54291751,0.0005110071976534125,0.00044221292658487153
0.005,2.502899236,-0.059100533,2.448801426,0.013249148,30.12658148,69.53105103,0.0005039539132987732,0.00043457463205138873
0.0055,2.503228098,-0.064197897,2.448143702,0.001081248,30.102225,69.52571111,0.0004969436800709751,0.0004267805024070194
0.006,2.502734805,-0.066006639,2.44781484,-0.007469169,29.93767021,69.4289993,0.0004898624656545876,0.00041902869745249235
0.0065,2.502734805,-0.065842208,2.448308133,0.012755855,29.91628403,69.03799881,0.00048284258678783445,0.00041136932969798763
0.007,2.502405943,-0.069788554,2.447979271,-0.002536236,29.96974948,69.06410507,0.00047580253596922055,0.0004036391598029866
0.0075,2.502734805,-0.065513346,2.448965857,0.017195494,30.1669776,68.92467393,0.00046884184910493904,0.0003960533139512936
0.008,2.502899236,-0.067979812,2.448143702,0.005192025,29.98697724,68.78583613,0.00046187947400939993,0.0003883007385383271
0.0085,2.502570374,-0.066664363,2.448143702,9.47e-05,29.85331361,68.35211631,0.00045488362254703395,0.00038064536113098307
0.009,2.502734805,-0.063704604,2.448801426,0.013906873,29.69410537,67.86855728,0.0004479538105750155,0.00037307175195291486
0.0095,2.502734805,-0.066828794,2.448143702,0.003876576,29.82836306,68.26489768,0.00044102523344374865,0.00036538389939413127
0.01,2.503228098,-0.064362328,2.44945915,0.0241016,30.05767045,68.15691272,0.0004341648589888842,0.00035791197091628144
0.0105,2.503063667,-0.063540172,2.448636995,0.01045382,29.79568973,67.74751919,0.00042725883357183473,0.0003502463711832671
0.011,2.502899236,-0.061238137,2.448308133,0.001574541,29.91093749,67.59740822,0.0004203738795117419,0.0003426510291432978
0.0115,2.50355696,-0.058278377,2.449130288,0.018839805,29.73865991,67.50662966,0.00041359321588375957,0.00033519255774403965
0.012,2.502899236,-0.063046879,2.448472564,0.007000767,30.0012347,67.1981012,0.0004067041984033372,0.0003276091771855864
0.0125,2.502734805,-0.060909275,2.44945915,0.028870102,29.90440282,67.12096908,0.0003998883437304021,0.0003202145584011877
0.013,2.503063667,-0.063704604,2.448801426,0.01505789,29.9483633,67.17614821,0.0003931463474512864,0.0003126811515717585
0.0135,2.502734805,-0.065677777,2.448308133,0.005027594,30.03687833,66.86227983,0.0003863640899467548,0.0003051906174519289
0.014,2.502734805,-0.063540172,2.449130288,0.02097741,30.0071753,66.79879417,0.00037964102929061714,0.00029785884531934514
0.0145,2.502734805,-0.066335501,2.448472564,0.009631664,29.8895513,66.48136585,0.00037294507147111523,0.0002904075587702496
0.015,2.502734805,-0.060580413,2.449294719,0.028870102,30.07133385,66.30811525,0.0003662771180565852,0.00028313393134356637
0.0155,2.503392529,-0.057949515,2.448801426,0.014400166,30.01430403,66.01679318,0.0003597040695690929,0.0002757596871794197
0.016,2.503228098,-0.056634066,2.448472564,0.00141011,29.88776912,66.10935172,0.00035307923501584393,0.00026843372015018536
0.0165,2.503392529,-0.051701133,2.449130288,0.020319685,29.9620267,65.90643492,0.00034651877286345176,0.00026123915185863127
0.017,2.50355696,-0.055154186,2.448308133,0.013578011,30.06123482,65.81387639,0.00033999079012897053,0.0002539304757292512
0.0175,2.503228098,-0.05268772,2.44945915,0.026568066,29.87054137,65.7474241,0.0003334468875571723,0.00024685413609092446
0.018,2.503392529,-0.054496462,2.448636995,0.013084717,29.95786827,65.36710344,0.00032698647343837626,0.0002396168131351432
0.0185,2.503228098,-0.05712736,2.448308133,0.009631664,30.16578948,65.38134322,0.00032052813558609356,0.0002324659403356976
0.019,2.50355696,-0.054989755,2.449130288,0.017688788,30.01430403,65.36651012,0.0003141550047120727,0.00022546813455292776
0.0195,2.502899236,-0.060744844,2.448472564,0.00601418,29.87469979,65.0467085,0.00030771988554657034,0.00021836161753258088
0.02,2.502734805,-0.057949515,2.448965857,0.02558148,29.98222476,64.81234553,0.0003013712010515569,0.00021141055412651506
