time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,ppgA_Red_AGC,ppgA_IR_AGC
0.0,2.51687587427346,-0.0525232888602702,2.34159239517271,0.0254170488708343,10.57449836,50.37342267,0.0018753503297058382,-0.006394509651202755
0.0005,2.51671144323574,-0.0577850839793272,2.34126353312316,0.030514412572739,10.78123144,50.3396032,0.0008321885048726944,-0.009372824157203455
0.001,2.51687587427346,-0.056798497392869,2.34208568824711,0.030514412572739,10.73311253,50.63033195,0.0030598289120851293,-0.0008503536518244545
0.0015,2.51654701219802,-0.0641978968097444,2.34142796414793,0.0206485473259513,10.68024114,50.40249554,0.00032805200059363285,-0.007140966822478254
0.002,2.51671144323574,-0.0633757413168767,2.34225011927193,0.0354473451693563,10.54123096,50.63923181,0.0024944811984045634,0.0013482146784434238
0.0025,2.51687587427346,-0.0635401724154081,2.34159239517271,0.0216351338538532,10.64043908,50.30103715,0.004618526069130288,-0.004984817195055996
0.003,2.51621815012264,-0.0697885541752313,2.34109910209841,0.0247593245208111,10.65885496,50.00615513,-0.0015283038172752715,-0.00970102063954169
0.0035,2.51621815012264,-0.0688019675795478,2.34159239517271,0.0259103421331428,10.52934975,50.46479456,-0.0011533039985868636,-0.004582466864836029
0.004,2.51605371908496,-0.0747214871650788,2.34126353312316,0.0150578903209315,10.99568732,50.38291585,-0.00248315190841845,-0.007719683976010728
0.0045,2.51621815012264,-0.0719261584684914,2.34208568824711,0.0333097410463409,10.6552906,50.37401599,-0.0005889823440895669,0.0006165036482838158
0.005,2.51621815012264,-0.0697885541752313,2.34159239517271,0.0191686675327521,10.76459775,50.458268,-0.0004066561643073649,-0.0042404852203896184
0.0055,2.5158892880473,-0.0755436426652414,2.34109910209841,0.0209774095019983,10.68736987,50.29273061,-0.003582222109845011,-0.00913743474515056
0.006,2.5158892880473,-0.0737349005655837,2.3417568261975,0.0222928582053891,10.77053835,50.3817292,-0.003538953258931,-0.002564747744647558
0.0065,2.51572485700965,-0.080147713475966,2.34109910209841,0.013578010521615,10.73073629,50.47666104,-0.005209062765643076,-0.009186942761964183
0.007,2.5158892880473,-0.0776812469681482,2.34208568824711,0.0298566882251773,10.54776563,50.6712713,-0.003657684220497184,0.00059441495977248
0.0075,2.51621815012264,-0.0768590914666054,2.34126353312316,0.0148934592321987,10.91964756,50.30103715,-0.0005260146186382548,-0.007749632090680122
0.008,2.5158892880473,-0.080147713475966,2.34077024004893,0.0180176499147015,10.68202332,50.46954115,-0.0040313769151485955,-0.012840806620847061
0.0085,2.5158892880473,-0.0773523847674673,2.34159239517271,0.0217995649417671,10.76043932,50.17643911,-0.004302649182531981,-0.004810350928113924
0.009,2.5158892880473,-0.08047657567737,2.34109910209841,0.0083162156664449,11.02479629,50.26247109,-0.004622267261204077,-0.009963727683878466
0.0095,2.5158892880473,-0.0773523847674673,2.3419212572223,0.0262392043079159,10.65766684,50.4137687,-0.004983245150986975,-0.001987925886504249
0.01,2.51605371908496,-0.0732416072661224,2.34142796414793,0.0157156146756627,10.83232065,50.23755148,-0.0037336257843978374,-0.007187387382481364
0.0105,2.51605371908496,-0.0762013670657535,2.34093467107366,0.0180176499147015,10.53350818,50.17406582,-0.004153876375956585,-0.012402713860359783
0.011,2.51638258116032,-0.0724194517674442,2.3417568261975,0.0236083069075049,10.83410284,50.52590693,-0.0013025695970908424,-0.004474202477551264
0.0115,2.51605371908496,-0.0768590914666054,2.34109910209841,0.0150578903209315,10.6190529,50.17821908,-0.005036900037108809,-0.011349698917562242
0.012,2.51605371908496,-0.0747214871650788,2.34225011927193,0.0324875856135223,10.74321156,50.32595675,-0.005482340955297238,-0.00013746429534546912
0.0125,2.51572485700965,-0.0740637627653306,2.34159239517271,0.0203196851498245,10.7170729,50.17406582,-0.00920764709521516,-0.007006790418478494
0.013,2.5158892880473,-0.075872504865455,2.34142796414793,0.0237727379951798,10.55192405,50.1983921,-0.007983128274345651,-0.008931907474382383
0.0135,2.51638258116032,-0.0694596919765856,2.34208568824711,0.029363394964298,10.77529084,50.35621627,-0.003445468412016885,-0.002618982122788044
0.014,2.51621815012264,-0.0727483139668519,2.34159239517271,0.0245948934332557,10.81449884,50.29391726,-0.005453567702319232,-0.007794841157560645
0.0145,2.51638258116032,-0.0692952608772944,2.34241455029676,0.0369272249448733,10.75271653,50.29391726,-0.00413540464786656,0.0002096506844927081
0.015,2.51621815012264,-0.0669932254894372,2.3419212572223,0.0259103421331428,10.63687472,50.19364551,-0.006062985676005855,-0.004910494344127025
0.0155,2.51605371908496,-0.0719261584684914,2.34126353312316,0.0252526177833583,10.68618175,50.2577245,-0.007943480659625492,-0.011641715011950791
0.016,2.51638258116032,-0.0692952608772944,2.34208568824711,0.0296922571382374,10.74499375,50.39478233,-0.004840854314674569,-0.0035381763979484685
0.0165,2.51621815012264,-0.0727483139668519,2.34159239517271,0.0196619607973314,10.5406369,50.28679737,-0.0066190256479905065,-0.008551134953487435
0.017,2.51654701219802,-0.0663355010936669,2.34241455029676,0.0375849492890345,10.58400333,50.37935591,-0.0034113805952368254,-0.00037036720751585565
0.0175,2.51671144323574,-0.0618958614310416,2.3417568261975,0.0260747732205393,10.52875569,50.57277952,-0.0017956049733318044,-0.006948674574424206
0.018,2.51671144323574,-0.0664999321925778,2.34142796414793,0.0252526177833583,10.55489436,50.32417678,-0.0017733177803507213,-0.010198970731051644
0.0185,2.51671144323574,-0.0651844834018811,2.34208568824711,0.0326520167001256,10.65053811,50.10108697,-0.001702955188889805,-0.0035451364192183076
0.019,2.51621815012264,-0.0701174163739616,2.34159239517271,0.021141840589992,10.70103326,50.3544363,-0.006521250545974756,-0.008365101517902972
0.0195,2.5158892880473,-0.0671576565884326,2.34241455029676,0.0382426736328802,10.5768746,50.05836764,-0.009655725120203266,3.1528099507068808e-06
0.02,2.51654701219802,-0.065020052303139,2.34208568824711,0.0267324975699264,10.68677581,50.40012225,-0.0028904341181631116,-0.0031083478501406844
0.0205,2.51621815012264,-0.0712684340701843,2.34142796414793,0.0249237556083468,10.7141026,50.2007654,-0.005963418641462194,-0.009481991533679505
