time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,ppgA_Red_AGC,ppgA_IR_AGC
0.0,2.50832546032926,-0.0591005327624469,2.45735183946898,0.0303499814858783,10.08238302,34.45729816,0.002276303819609625,-0.0006424268154868756
0.0005,2.50832546032926,-0.0640334657111287,2.45718740843593,0.0331453099598168,9.803174538,34.18377582,0.0022075379075834033,-0.002458879978157069
0.001,2.50832546032926,-0.0627180169229616,2.45768070153512,0.0349540519104953,10.21426447,34.99425635,0.002129110773093627,0.002293078548998041
0.0015,2.50816102929222,-0.0683086742819914,2.45702297740289,0.0226217203810375,10.14000689,34.77591313,0.0003966269163492009,-0.0044724054311427374
0.002,2.50799659825519,-0.0678153809846252,2.45784513256821,0.0392292601480575,10.25287841,34.54095684,-0.0013453200250313315,0.0035555276569429624
0.0025,2.50816102929222,-0.0666643632915098,2.45751627050204,0.0285412395291026,10.11743259,34.72370062,0.00019256336365088917,7.012747415135808e-05
0.003,2.50783216721818,-0.0706107096722158,2.45702297740289,0.0311721369199836,10.25644277,34.81091925,-0.0032102035576827724,-0.005060232094554439
0.0035,2.50816102929222,-0.066828794390463,2.45768070153512,0.0339674653922399,10.2861458,34.68216795,-4.198207878521253e-05,0.0013217071985292515
0.004,2.50783216721818,-0.0709395718711577,2.45702297740289,0.0232794447320954,10.04258096,34.49349092,-0.003455411009603863,-0.005445712800171556
0.0045,2.50799659825519,-0.0660066388959083,2.45800956360131,0.0408735710051109,10.35624495,34.70471426,-0.0019381257532757432,0.00423826064181229
0.005,2.50816102929222,-0.0628824480214088,2.45735183946898,0.0300211193120975,10.17683865,34.75811341,-0.0004205606587328689,-0.002509301462318729
0.0055,2.50816102929222,-0.0620602925293835,2.45702297740289,0.0311721369199836,10.21842289,34.69522107,-0.0005442797632443149,-0.005953352623566841
0.006,2.50848989136631,-0.0551541864171166,2.45784513256821,0.0392292601480575,9.90535296,34.76582662,0.0026265779465973293,0.002130954777257228
0.0065,2.50848989136631,-0.0584428083707191,2.45735183946898,0.0267324975699264,10.12871974,34.59613597,0.002517809307421668,-0.0029178401774931696
0.007,2.50865432240337,-0.054167599832671,2.45833842566755,0.0495884185146998,10.12040289,35.04468889,0.004065409883738005,0.006856552703652982
