time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,ppgA_Red_AGC,ppgA_IR_AGC
0.0,2.58692349758458,-0.0941243571109533,1.76591942902939,-6.97699265709987e-05,29.4731148289859,75.364018925014,-0.0392549239157961,-0.016787110253675307
0.0005,2.58708792862819,-0.0901780106571791,1.76624829102893,0.0106182509181113,29.5616298573274,75.751459474112,-0.0387857542412996,-0.014195907408942221
0.001,2.58758122175912,-0.0817920244838382,1.76624829102893,0.0086450778454955,29.4529167688274,75.5141298881408,-0.03499152498043359,-0.014870694238301731
0.0015,2.58741679071546,-0.0817920244838382,1.76624829102893,0.0037121451512825,29.5883625840077,75.5058233526318,-0.03771958668065386,-0.01551174701267893
0.002,2.58774565280279,-0.0729127450665876,1.76674158402827,0.01440016596588,29.6632142187126,75.5277763393342,-0.0354422622708411,-0.011175523382813236
0.0025,2.58823894593388,-0.0694596919765856,1.76624829102893,0.0111115441858133,29.6198477954312,75.6909404296894,-0.03143202111758075,-0.016650901827331147
0.003,2.58791008384647,-0.0717617273688829,1.76657715302848,0.0214707027659194,29.6388577344039,75.5568492136156,-0.03554024456322093,-0.013841459735100562
0.0035,2.58807451489017,-0.0681442431828482,1.76674158402827,0.016866632295672,29.5444021001334,75.6992469651984,-0.03459992196182103,-0.01260512552797195
0.004,2.58791008384647,-0.0727483139668519,1.76641272202871,0.011933699631582,29.5533130090269,75.6713607388467,-0.036822276246673245,-0.016223831054375693
0.0045,2.58823894593388,-0.0683086742819914,1.76690601502805,0.0222928582053891,29.6091547047591,75.4755638304205,-0.033977822082142964,-0.011537790421586633
0.005,2.58840337697761,-0.0674865187864866,1.76657715302848,0.0137424416105081,29.7160856114804,75.990569031978,-0.03263841240288308,-0.014986292027411127
0.0055,2.58807451489017,-0.0689663986787755,1.76657715302848,0.0245948934332557,29.5895507051935,75.5277763393342,-0.03608991859661606,-0.015056931342587955
0.006,2.58807451489017,-0.0664999321925778,1.76690601502805,0.0198263918854846,29.6049962806088,75.512943240211,-0.03611071797496044,-0.011749102123565206
0.0065,2.58791008384647,-0.0714328651697293,1.76657715302848,0.013578010521615,29.5842041598575,75.628048089407,-0.03763633382549743,-0.01492970484076774
0.007,2.58807451489017,-0.0692952608772944,1.76707044602784,0.0262392043079159,29.7849966402563,75.7781590525338,-0.03573901705094813,-0.00980262160462907
0.0075,2.58840337697761,-0.0701174163739616,1.76674158402827,0.0175243566495231,29.4844019802509,75.7360330510239,-0.032070724245382834,-0.012815207437901311
0.008,2.58791008384647,-0.0748859182650689,1.76690601502805,0.0270613597445007,29.5378674336116,75.5657490730896,-0.036507250674926134,-0.01081873889823649
0.0085,2.58807451489017,-0.0714328651697293,1.76707044602784,0.0214707027659194,29.8830166380842,75.8819907463962,-0.0342617969394319,-0.008753291210169881
0.009,2.58758122175912,-0.0775168158677972,1.76657715302848,0.0165377701186265,29.8004422156716,75.677293978496,-0.03850263631210221,-0.013204496284049409
0.0095,2.58774565280279,-0.078174540269329,1.76707044602784,0.0239371690828347,29.638263673811,75.726539867585,-0.036090567642358774,-0.00773872435961275
0.01,2.58758122175912,-0.080641006778104,1.76657715302848,0.0148934592321987,29.6703429458274,75.7579860377262,-0.036907896585521766,-0.012098052577288082
0.0105,2.58725235967182,-0.0849162154046678,1.76641272202871,0.0275546530062133,29.8354917906525,75.9116569446426,-0.039327562824659386,-0.013139034711370757
0.011,2.58741679071546,-0.0847517843033795,1.76657715302848,0.0132491483437688,29.6988578542864,75.6345746530212,-0.036790014420785576,-0.010873156166916028
0.0115,2.58692349758458,-0.0908357350652839,1.76608386002916,0.0046987316915754,29.6263824619531,76.0083687509259,-0.04082318094246421,-0.015177979225653993
0.012,2.58708792862819,-0.0901780106571791,1.76641272202871,0.0142357348770671,29.7071747025869,75.8410513928162,-0.03829003186067209,-0.011266393554209275
0.0125,2.58675906654098,-0.0910001661673636,1.76608386002916,0.0027255586102635,29.6685607640487,75.834524829202,-0.040717530287414386,-0.013948606971236706
0.013,2.58643020445383,-0.096919685856525,1.76624829102893,0.011440406364181,29.7089568843656,75.9703960171705,-0.04318853152490604,-0.011725371933631261
0.0135,2.5865946354974,-0.0964263925480316,1.76641272202871,0.0063430425904514,29.7671748224694,75.7467128823926,-0.040784573096669455,-0.009539822542310504
0.014,2.58643020445383,-0.102345912262744,1.76591942902939,0.0028899897004838,29.5806397963001,75.9478497065032,-0.04174007686246397,-0.013978477158656251
0.0145,2.58643020445383,-0.101359325641685,1.76608386002916,0.0097960954715396,29.5277684035323,75.8825840703611,-0.04113313958095299,-0.011895021116983075
0.015,2.58643020445383,-0.101523756745141,1.76624829102893,0.0020678342491805,29.4463821023056,75.8849573662208,-0.040617059558534896,-0.009873583577566295
0.0155,2.58626577341027,-0.104976809922699,1.76591942902939,0.0094672332927703,29.7083628237727,75.8980104934492,-0.0418429441377647,-0.012852572309326618
0.016,2.58626577341027,-0.102510343366329,1.76608386002916,0.0012456787973725,29.5515308272482,76.0540546962253,-0.041526678216041245,-0.01097008933226817
0.0165,2.58626577341027,-0.106127827650669,1.76575499802962,-0.0066470135657222,29.3531145892209,75.8843640422559,-0.041314738867840727,-0.014094369719893786
0.017,2.58643020445383,-0.0980707035770961,1.76624829102893,0.0037121451512825,29.4137087696963,75.9816691725041,-0.03956264772842817,-0.009071685367411757
0.0175,2.58675906654098,-0.0946176504185442,1.76559056702986,-0.0005630631983833,29.478461374322,76.3952159760589,-0.03626795856816767,-0.015632884343434142
0.018,2.5865946354974,-0.0956042370343058,1.76559056702986,0.0027255586102635,29.6923231877645,76.1288135158062,-0.038003294544664445,-0.01568809621177275
0.0185,2.58692349758458,-0.0910001661673636,1.76591942902939,-0.0007274942890279,29.5545011302127,76.0997406415248,-0.0348961545741349,-0.012521962231870543
0.019,2.5865946354974,-0.0947820815211174,1.76575499802962,-0.0074691690228978,29.5539070696198,76.1679728974915,-0.03844824818960605,-0.014350639200754335
0.0195,2.58708792862819,-0.0908357350652839,1.76624829102893,0.0061786115006544,29.6341052496607,76.4705681196048,-0.0338507250248363,-0.009657284546095983
0.02,2.58708792862819,-0.0875471130281861,1.76575499802962,-0.0007274942890279,29.4131147091034,76.172126165246,-0.034246682776683454,-0.014877209534668527
0.0205,2.58708792862819,-0.0898491484532553,1.76591942902939,0.0074940602184664,29.4541048900132,76.1750927850706,-0.03469076356948264,-0.01355859716928002
0.021,2.58708792862819,-0.086724957520249,1.76641272202871,0.0065074736802282,29.6293527649176,76.3216438044078,-0.035169806702562076,-0.008980630205351723
0.0215,2.58692349758458,-0.0905068728611886,1.76591942902939,0.0009168166165078,29.4315305874832,76.6206790827315,-0.03731454528078321,-0.014287854796292186
0.022,2.58725235967182,-0.0872182508249471,1.76690601502805,0.0147290281434458,29.581233856893,76.5299005160976,-0.0345340646172225,-0.004805424619623667
0.0225,2.58725235967182,-0.0859028020128462,1.76624829102893,0.0073296291288103,29.5646001602919,76.4183556106911,-0.03503646557302461,-0.011765009872785451
0.023,2.58692349758458,-0.088040406333205,1.76641272202871,0.0175243566495231,29.5360852518329,76.4468351610077,-0.03880882479159175,-0.01049195611633411
0.0235,2.58725235967182,-0.0854095087086609,1.76657715302848,0.016208907941501,29.8034125186361,76.7280707203835,-0.035973172950130375,-0.009198256919778902
0.024,2.58708792862819,-0.0882048374349208,1.76641272202871,0.0074940602184664,29.672719188199,76.6361055058197,-0.03802865781325936,-0.01116364539006636
