Channel,Depth,Feature,Pair,AUC_bootstrap_mean,CI_lower,CI_upper,n_samples
Red/IR_Ratio,3,S_AUC_norm_ratio,Normal vs Congestion,0.19749134038523772,0.1760670594445693,0.21498895421187741,2478
Red/IR_Ratio,3,S_AUC_norm_ratio,Ischaemia vs Congestion,0.1601146446017367,0.14618693390223822,0.17312588544160792,3022
Red/IR_Ratio,3,D_AUC_norm_ratio,Normal vs Ischaemia,0.7651361944039599,0.7471034329420562,0.7817788702322073,2848
Red/IR_Ratio,3,D_AUC_norm_ratio,Normal vs Congestion,0.1215430758619786,0.10654128334488669,0.13706110652682005,2478
Red/IR_Ratio,3,D_AUC_norm_ratio,Ischaemia vs Congestion,0.09118435272255727,0.07929363011995672,0.10304464623020497,3022
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.37510929317781866,0.365074915606087,0.3839315285607965,12228
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Normal vs Congestion,0.31855034050177733,0.3095865069170821,0.32787923350018044,12090
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Ischaemia vs Congestion,0.4572087503396716,0.44772952672675465,0.46669094206594663,12358
Red/IR_Ratio,9,Pulse_Area_norm_ratio,Normal vs Ischaemia,0.3779206610236639,0.36145879401451797,0.39510737849883965,4164
Red/IR_Ratio,9,Pulse_Area_norm_ratio,Normal vs Congestion,0.3871860704581266,0.37100635619448735,0.40292872801511553,4026
Red/IR_Ratio,9,Pulse_Area_norm_ratio,Ischaemia vs Congestion,0.5130081995712876,0.4948760722401003,0.5322186195885279,4230
Red/IR_Ratio,9,S_AUC_norm_ratio,Normal vs Ischaemia,0.38680787097751307,0.36736525882295146,0.40185089782321265,4164
Red/IR_Ratio,9,S_AUC_norm_ratio,Normal vs Congestion,0.48508513489588057,0.46725060716582895,0.49957360732456957,4026
Red/IR_Ratio,9,S_AUC_norm_ratio,Ischaemia vs Congestion,0.5942611228468337,0.5782278897670378,0.6117049964294236,4230
Red/IR_Ratio,9,D_AUC_norm_ratio,Normal vs Ischaemia,0.41150603302202626,0.39482241188479456,0.4275577671390415,4164
Red/IR_Ratio,9,D_AUC_norm_ratio,Normal vs Congestion,0.3966178607180025,0.3804158680616502,0.4129951265697588,4026
Red/IR_Ratio,9,D_AUC_norm_ratio,Ischaemia vs Congestion,0.4880000393106158,0.47167357337583166,0.5060839996363714,4230
Red/IR_Ratio,15,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.22205745188526077,0.21492581825880336,0.22913399869357323,14538
Red/IR_Ratio,15,Red_IR_amp_norm_ratio,Normal vs Congestion,0.30360099447037847,0.2945772469801932,0.31428592644569325,12804
Red/IR_Ratio,15,Red_IR_amp_norm_ratio,Ischaemia vs Congestion,0.6255033993326553,0.6170345438092711,0.6329040741047048,14926
Red/IR_Ratio,15,Pulse_Area_norm_ratio,Normal vs Ischaemia,0.3785532223357493,0.36431701579349934,0.3931355665490716,5698
Red/IR_Ratio,15,Pulse_Area_norm_ratio,Normal vs Congestion,0.4505581474876638,0.434956322145795,0.4656741114477286,4420
Red/IR_Ratio,15,Pulse_Area_norm_ratio,Ischaemia vs Congestion,0.5754202486196727,0.5615340022670926,0.590510521784624,5958
Red/IR_Ratio,15,S_AUC_norm_ratio,Normal vs Ischaemia,0.34770330924675963,0.3343285704897175,0.3605300675051626,5698
Red/IR_Ratio,15,S_AUC_norm_ratio,Normal vs Congestion,0.43333829927715717,0.4170612637871086,0.4491041399164322,4420
Red/IR_Ratio,15,S_AUC_norm_ratio,Ischaemia vs Congestion,0.5918701448936138,0.578169327829101,0.6075745279503748,5958
Red/IR_Ratio,15,D_AUC_norm_ratio,Normal vs Ischaemia,0.40314550575705027,0.38642438376456895,0.41815634430559523,5698
Red/IR_Ratio,15,D_AUC_norm_ratio,Normal vs Congestion,0.5136015127758699,0.49685863300548233,0.5277051253414986,4420
Red/IR_Ratio,15,D_AUC_norm_ratio,Ischaemia vs Congestion,0.5949884382738219,0.5811864277331767,0.6090943736894135,5958
Red/IR_Ratio,21,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.2209103364230939,0.2143944429102765,0.2270286019448388,17970
Red/IR_Ratio,21,Red_IR_amp_norm_ratio,Normal vs Congestion,0.4855004707315089,0.4774585333798867,0.49456323454737006,16630
Red/IR_Ratio,21,Red_IR_amp_norm_ratio,Ischaemia vs Congestion,0.7753606895865828,0.7667734113532515,0.7824612206840765,18260
Red/IR_Ratio,21,Pulse_Area_norm_ratio,Normal vs Ischaemia,0.4169582357966955,0.4028774992953158,0.43036473513319806,7774
Red/IR_Ratio,21,Pulse_Area_norm_ratio,Normal vs Congestion,0.5235135193042952,0.5068748500268864,0.5379142688890172,6882
Red/IR_Ratio,21,Pulse_Area_norm_ratio,Ischaemia vs Congestion,0.6127596582015936,0.6007275995350629,0.6253244315141743,8084
Red/IR_Ratio,21,S_AUC_norm_ratio,Normal vs Ischaemia,0.38642139254167146,0.3749341503186976,0.39825495317017534,7774
Red/IR_Ratio,21,S_AUC_norm_ratio,Normal vs Congestion,0.5123041655775296,0.49890178640964306,0.5261375795949802,6882
Red/IR_Ratio,21,S_AUC_norm_ratio,Ischaemia vs Congestion,0.6261580447718174,0.6125109817694584,0.6369363418087908,8084
Red/IR_Ratio,21,D_AUC_norm_ratio,Normal vs Ischaemia,0.43867515512612876,0.42628346234714604,0.45175575229468473,7774
Red/IR_Ratio,21,D_AUC_norm_ratio,Normal vs Congestion,0.5344607712919817,0.5195445251440641,0.5468395726463271,6882
Red/IR_Ratio,21,D_AUC_norm_ratio,Ischaemia vs Congestion,0.5999684863153238,0.5881407299038167,0.6136218337394426,8084
