Channel,Depth,Feature,Pair,AUC_bootstrap_mean,CI_lower,CI_upper,n_samples
Red/IR_Ratio,15,Downslope_norm_ratio,Normal vs Congestion,0.4910894550750233,0.47519466286836315,0.5053429971485816,4420
Red/IR_Ratio,15,Downslope_norm_ratio,Ischaemia vs Congestion,0.5177639392930304,0.504626254816706,0.5339024064850773,5958
Red/IR_Ratio,15,UpslopeLength_norm_ratio,Normal vs Ischaemia,0.6652896369112257,0.6523353757532099,0.6785808915558511,5698
Red/IR_Ratio,15,UpslopeLength_norm_ratio,Normal vs Congestion,0.6096213263461697,0.5937921430610424,0.6258745729846483,4420
Red/IR_Ratio,15,UpslopeLength_norm_ratio,Ischaemia vs Congestion,0.4473714337845463,0.42980149873159607,0.4625665479330146,5958
Red/IR_Ratio,15,DownslopeLength_norm_ratio,Normal vs Ischaemia,0.6109194994951842,0.5952523839552692,0.6228044116372105,5698
Red/IR_Ratio,15,DownslopeLength_norm_ratio,Normal vs Congestion,0.5586818865245441,0.5420201738268133,0.5741897183056143,4420
Red/IR_Ratio,15,DownslopeLength_norm_ratio,Ischaemia vs Congestion,0.4254718159055963,0.4095885353653003,0.43785602915486144,5958
Red/IR_Ratio,21,Upslope_norm_ratio,Normal vs Ischaemia,0.5180285592003834,0.5060086659846997,0.5307894988994756,7774
Red/IR_Ratio,21,Upslope_norm_ratio,Normal vs Congestion,0.4903113363102273,0.4757850584328065,0.5038387673251514,6882
Red/IR_Ratio,21,Upslope_norm_ratio,Ischaemia vs Congestion,0.47244549354315013,0.4607201182372569,0.4866138068452536,8084
Red/IR_Ratio,21,Downslope_norm_ratio,Normal vs Ischaemia,0.4117243920532101,0.3993668245050609,0.423994554782051,7774
