Channel,Depth,Feature,Pair,AUC_bootstrap_mean,CI_lower,CI_upper,n_samples
IR,9,FallTime_norm_bpm,Ischaemia vs Congestion,0.8210911710880268,0.7178571428571429,0.9230769230769231,72
IR,9,PulseWidth_norm_bpm,Normal vs Ischaemia,0.5792308993178439,0.4491712042656181,0.697193362836239,72
IR,9,PulseWidth_norm_bpm,Normal vs Congestion,0.4380691924729321,0.3042883294846865,0.5715633737185463,66
IR,9,PulseWidth_norm_bpm,Ischaemia vs Congestion,0.3766456841042309,0.23357198142414862,0.5064305884058042,72
IR,9,SystolicWidth_norm_bpm,Normal vs Ischaemia,0.8740923701339828,0.7865554252128484,0.9441554131395236,72
IR,9,SystolicWidth_norm_bpm,Normal vs Congestion,0.4859698174485901,0.3627928410947712,0.6212614889705883,66
IR,9,SystolicWidth_norm_bpm,Ischaemia vs Congestion,0.11121086645084366,0.04845679012345679,0.20142409673659672,72
IR,9,DiastolicWidth_norm_bpm,Normal vs Ischaemia,0.5026752847897291,0.3619111969111969,0.640929115929116,72
IR,9,DiastolicWidth_norm_bpm,Normal vs Congestion,0.42085503152919385,0.28843298645857046,0.5592973281061056,66
IR,9,DiastolicWidth_norm_bpm,Ischaemia vs Congestion,0.4538344339838661,0.2928534362309517,0.6130716999718547,72
IR,9,RiseFall_ratio,Normal vs Ischaemia,0.2770737839010338,0.14955718153766714,0.40748046875,72
IR,9,RiseFall_ratio,Normal vs Congestion,0.5704003885519865,0.44208855407131276,0.7173032407407407,66
IR,9,RiseFall_ratio,Ischaemia vs Congestion,0.774412916716997,0.6501539679787475,0.8785011574074074,72
IR,9,Width_Ratio,Normal vs Ischaemia,0.34847473758436165,0.21003240003240006,0.48626688910258276,72
IR,9,Width_Ratio,Normal vs Congestion,0.43861172961785255,0.290569783197832,0.5845173324150598,66
IR,9,Width_Ratio,Ischaemia vs Congestion,0.6223060814612975,0.4747119601599306,0.7522990589657256,72
IR,15,RiseTime,Normal vs Ischaemia,0.8360187349168251,0.7387055261932245,0.9070556224689289,86
IR,15,RiseTime,Normal vs Congestion,0.44443291471762436,0.2798384739941415,0.5671039355609668,68
IR,15,RiseTime,Ischaemia vs Congestion,0.20304672911533828,0.11048159879336349,0.3202319032088769,90
IR,15,FallTime,Normal vs Ischaemia,0.49213026732466053,0.3998478475302184,0.586305421728809,86
IR,15,FallTime,Normal vs Congestion,0.5519530011817171,0.4744716232081068,0.6216290032055602,68
IR,15,FallTime,Ischaemia vs Congestion,0.5551354140627305,0.4458397633744856,0.6413465589359335,90
IR,15,PulseWidth,Normal vs Ischaemia,0.7153205327836707,0.600398996773543,0.8146343419921396,86
IR,15,PulseWidth,Normal vs Congestion,0.5749105391384198,0.44803271441202475,0.7265894944105691,68
IR,15,PulseWidth,Ischaemia vs Congestion,0.3716394960617211,0.25946794332211,0.5055121753246755,90
IR,15,SystolicWidth,Normal vs Ischaemia,0.8424406724394919,0.7537630128513124,0.9138229218539625,86
IR,15,SystolicWidth,Normal vs Congestion,0.57183765766041,0.4250757575757576,0.7056519435425685,68
IR,15,SystolicWidth,Ischaemia vs Congestion,0.24296581162983913,0.1481387764282501,0.3564631745785791,90
IR,15,DiastolicWidth,Normal vs Ischaemia,0.6382811235017196,0.5270015996983078,0.7532686335403729,86
IR,15,DiastolicWidth,Normal vs Congestion,0.5984683399669232,0.43605756222943726,0.7311525397796818,68
IR,15,DiastolicWidth,Ischaemia vs Congestion,0.44828105245353844,0.32761206563963385,0.585556989063568,90
IR,15,RiseTime_norm_bpm,Normal vs Ischaemia,0.9048294764245781,0.8307296380090498,0.9556727700839608,86
IR,15,RiseTime_norm_bpm,Normal vs Congestion,0.41631178101777166,0.26380257484009645,0.5429004329004329,68
IR,15,RiseTime_norm_bpm,Ischaemia vs Congestion,0.14467016953000708,0.06424468224789916,0.25465257639736805,90
IR,15,FallTime_norm_bpm,Normal vs Ischaemia,0.7422869554452184,0.6163566983170449,0.8501169950738916,86
IR,15,FallTime_norm_bpm,Normal vs Congestion,0.15785758959953122,0.05085526315789479,0.27885828643893157,68
IR,15,FallTime_norm_bpm,Ischaemia vs Congestion,0.33275124713434623,0.215315231092437,0.4726038126236737,90
IR,15,PulseWidth_norm_bpm,Normal vs Ischaemia,0.8218730699215644,0.727747726088873,0.9123751914068222,86
IR,15,PulseWidth_norm_bpm,Normal vs Congestion,0.5390475634076747,0.41109781023574127,0.6992203379065041,68
IR,15,PulseWidth_norm_bpm,Ischaemia vs Congestion,0.23350006001434528,0.1344747334609076,0.3574702022946715,90
IR,15,SystolicWidth_norm_bpm,Normal vs Ischaemia,0.8898622494429245,0.8138386123680241,0.9491588478611784,86
IR,15,SystolicWidth_norm_bpm,Normal vs Congestion,0.5348714757028425,0.3800216450216451,0.670196258650519,68
IR,15,SystolicWidth_norm_bpm,Ischaemia vs Congestion,0.18094660813065608,0.10027592592592594,0.29108579470731905,90
IR,15,DiastolicWidth_norm_bpm,Normal vs Ischaemia,0.742320909201527,0.6248585972850679,0.8457568910103472,86
IR,15,DiastolicWidth_norm_bpm,Normal vs Congestion,0.5619762398429566,0.40343885281385283,0.7008043655650756,68
IR,15,DiastolicWidth_norm_bpm,Ischaemia vs Congestion,0.3419371172748018,0.22630136439215476,0.47628357826384154,90
IR,15,RiseFall_ratio,Normal vs Ischaemia,0.3238429247784215,0.2005061956171834,0.4314220050878817,86
