time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,ppgA_Red_AGC,ppgA_IR_AGC
0.0,2.506023426,-0.077516816,2.453734357,0.059947577,9.610698906,51.65538661,0.001888303103943005,0.010713182537251304
0.0005,2.506187857,-0.078503402,2.453076633,0.048108539,9.569114664,51.56816799,0.003678417420850591,0.0047112833882921095
0.001,2.505858995,-0.081627593,2.453734357,0.065373803,9.892877687,52.17691838,0.000515489674106026,0.01184778588008267
0.0015,2.506023426,-0.077187954,2.453734357,0.053370333,9.659411874,52.05410031,0.002261266206040544,0.012382625117026182
0.002,2.506187857,-0.080312145,2.453076633,0.043011175,9.837630052,51.90576932,0.003979214860554432,0.006307821144630406
0.0025,2.505858995,-0.079161127,2.453734357,0.056330093,9.415847031,51.69335934,0.0007334155388984837,0.013347622288005394
0.003,2.505858995,-0.077516816,2.453076633,0.045477641,9.696837691,51.82685724,0.0007431283257023769,0.007186240529351678
0.0035,2.505858995,-0.081627593,2.453569926,0.06192075,9.828125083,52.29202322,0.0007182167695926167,0.012482266221636007
0.004,2.505858995,-0.078667834,2.453241064,0.047615245,9.587530542,52.01138099,0.0006579942099162557,0.009498799607051588
0.0045,2.506023426,-0.082943042,2.452747771,0.039393691,9.583372118,51.94018211,0.0022069514088113927,0.004808876833167204
0.005,2.506023426,-0.080312145,2.453569926,0.053863627,9.67485745,52.07664663,0.002077534168367663,0.013208138432204971
0.0055,2.506187857,-0.078338971,2.453076633,0.041531295,9.800798295,52.13004578,0.003560310074630063,0.008385588547242218
0.006,2.505530133,-0.081298731,2.453569926,0.056165662,9.66535248,52.10927944,-0.0032077759992450317,0.013360683548227396
0.0065,2.505858995,-0.078338971,2.453076633,0.044162193,9.970105564,51.95620186,-0.0001356974913985207,0.008401989071591828
0.007,2.505858995,-0.082449749,2.452254477,0.032816448,9.723570418,52.12233257,-0.00037357219812534086,8.818493081714861e-05
0.0075,2.505858995,-0.076859091,2.453241064,0.052054885,9.911887626,52.0066344,-0.0006277576042186479,0.009797917773247147
0.008,2.506187857,-0.072912745,2.452747771,0.038078243,9.713471388,52.03867389,0.0023959461670960544,0.0046486317998625975
0.0085,2.506023426,-0.075708074,2.453405495,0.0558368,9.828125083,52.36796869,0.00048200791906370975,0.010953988314877289
0.009,2.506516719,-0.070775141,2.453076633,0.044491055,9.629114784,52.26354367,0.005146924021456441,0.007343575320382777
0.0095,2.506352288,-0.072419452,2.45258334,0.036433932,9.931491626,52.47773363,0.003242707052847316,0.0020453788016243203
0.01,2.506352288,-0.068473105,2.453241064,0.05287704,9.846540961,52.58037867,0.0029974176679250855,0.008221007746015061
0.0105,2.506516719,-0.065020052,2.452747771,0.040544709,9.704560479,52.2765968,0.004417433128849707,0.002857805298131303
0.011,2.50668115,-0.067157657,2.453241064,0.058632128,9.753867508,52.39526159,0.005864536070630278,0.007339888768822409
0.0115,2.50668115,-0.061238137,2.453241064,0.049095125,9.686144601,52.42967438,0.005700077114091746,0.006876801483760912
0.012,2.506516719,-0.063046879,2.452747771,0.040215847,9.813867628,52.59224515,0.003929144894803188,0.0014769596663420563
0.0125,2.50668115,-0.063704604,2.453734357,0.058138835,9.620203875,52.3210961,0.00548905694227838,0.010880417692570206
0.013,2.50668115,-0.061402568,2.453076633,0.044655486,9.632085087,52.51748633,0.00545045462375623,0.0038533751272623196
0.0135,2.506516719,-0.066335501,2.453569926,0.062742905,9.789511144,52.47417368,0.0038159950673182603,0.008356788948573038
0.014,2.50668115,-0.06321131,2.453405495,0.054192489,9.756837811,52.66997059,0.005520272608030471,0.006310384289353398
0.0145,2.50668115,-0.066993225,2.453076633,0.04218902,9.898224232,52.67471718,0.005630971866665565,0.002653536869824365
0.015,2.50668115,-0.064033466,2.453898788,0.061756319,9.793075508,52.79041536,0.005791934082950326,0.01054636006844077
0.0155,2.50668115,-0.060909275,2.453569926,0.049259556,9.698619873,52.63259118,0.006001597794736466,0.006973229283586909
0.016,2.50668115,-0.064526759,2.453734357,0.064058354,9.846540961,52.66819062,0.006257324392094567,0.008380955883583913
0.0165,2.506845581,-0.062718017,2.453734357,0.062249612,9.6047583,52.71921648,0.008199748493402487,0.00819494263102842
0.017,2.506516719,-0.066828794,2.453241064,0.047121952,9.759808114,52.68124375,0.005246982502409539,0.0031281020067083663
0.0175,2.506516719,-0.063869035,2.45422765,0.064058354,9.940402535,52.93103314,0.005615044124870355,0.012912558358518594
0.018,2.506845581,-0.060909275,2.453405495,0.057974404,9.967729322,52.7939753,0.009297625064970711,0.004661394276192618
0.0185,2.506516719,-0.066335501,2.453569926,0.065209371,9.867333082,52.76727572,0.006421908599871239,0.006326071056271079
