time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,ppgA_Red_AGC,ppgA_IR_AGC
0.0,1.90305488419891,-0.0640334657111287,2.42167030558672,0.0369272249448733,29.32564523,79.06632042,-0.006878549968342215,0.0014708689522707037
0.0005,1.90387703921542,-0.065020052303139,2.42084815043492,0.0244304623456803,29.29713032,78.78686483,0.001344313722293335,-0.00600058903994099
0.001,1.9033837462055,-0.066828794390463,2.4211770124956,0.0377493803750255,29.2989125,78.860437,-0.003591996894977932,-0.001978608387741187
0.0015,1.9035481772088,-0.0660066388959083,2.4211770124956,0.028376808442004,29.29178377,78.86696356,-0.001957027899428019,-0.0012726708441371977
0.002,1.9032193152022,-0.0712684340701843,2.42035485734398,0.0198263918854846,29.45812074,79.05386061,-0.005262241520115951,-0.008825931571904156
0.0025,1.90305488419891,-0.0717617273688829,2.42134144352596,0.0329808788732728,29.40643747,78.50622259,-0.006931680895101975,0.0016609959023522146
0.003,1.9032193152022,-0.0742281938652358,2.42068371940459,0.0208129784139848,29.29416002,78.73702562,-0.005322273085719707,-0.004351168098239155
0.0035,1.90305488419891,-0.0738993316654465,2.42084815043492,0.0356117762556038,29.40465529,79.02419442,-0.0070124092675797,-0.0022055633717436096
0.004,1.90305488419891,-0.0704462785727766,2.42101258146525,0.0257459110457265,29.19614002,78.86993018,-0.0070701829540015465,-0.0001304313151986
0.0045,1.90305488419891,-0.0732416072661224,2.42051928837428,0.0148934592321987,29.47059601,78.8628103,-0.007140758504819846,-0.004708484096912135
0.005,1.9032193152022,-0.0697885541752313,2.42134144352596,0.0370916560309432,29.2822788,78.75838528,-0.005580469734175129,0.003787841062100245
0.0055,1.9035481772088,-0.0701174163739616,2.42035485734398,0.0191686675327521,28.99831784,78.91442948,-0.00238971066510513,-0.0058861362311663935
0.006,1.9032193152022,-0.0711040029706604,2.42084815043492,0.0338030343057948,29.2989125,79.0188545,-0.005790139394644832,-0.0008455784415087016
0.0065,1.9033837462055,-0.0696241230758979,2.42084815043492,0.0282123773548855,29.32089274,78.86459027,-0.004271375569799046,-0.00082214873435895
0.007,1.90305488419891,-0.0735704694657421,2.42035485734398,0.0134135794327019,29.19911032,78.71625928,-0.0076987247566585254,-0.005814371843625085
0.0075,1.90305488419891,-0.0715972962692955,2.42101258146525,0.0275546530062133,29.24722923,78.71210601,-0.007849717842303117,0.0006237043910587174
0.008,1.9032193152022,-0.0725838828671375,2.42051928837428,0.0157156146756627,29.3743582,79.02834768,-0.006367369485289655,-0.0045241079996368614
0.0085,1.90305488419891,-0.0748859182650689,2.42068371940459,0.0316654301802091,29.34049674,78.73643229,-0.008182934481354487,-0.0031650233131637123
0.009,1.9032193152022,-0.0737349005655837,2.42068371940459,0.0213062716779656,29.34821953,78.90849624,-0.006717123310094249,-0.0035141180654285464
0.0095,1.90305488419891,-0.078174540269329,2.42035485734398,0.0139068726993811,29.42188304,78.97791515,-0.008544768344455028,-0.007208258417767491
0.01,1.90305488419891,-0.0755436426652414,2.4211770124956,0.0357762073418316,29.61079431,79.10903974,-0.008730199238468298,0.0005596108852989205
0.0105,1.9032193152022,-0.0766946603663606,2.42051928837428,0.0170310633841647,28.95198111,79.14582583,-0.007270379336213946,-0.006510559015542038
0.011,1.90305488419891,-0.0780101091689141,2.42101258146525,0.0347896208241688,29.36841759,79.04733405,-0.009094951709415064,-0.002100409521724512
0.0115,1.90305488419891,-0.0748859182650689,2.42084815043492,0.0252526177833583,29.54722983,79.1921051,-0.009267504331496501,-0.004287665399729905
0.012,1.90305488419891,-0.0768590914666054,2.42035485734398,0.01440016596588,29.40049686,78.98266174,-0.009428734498662793,-0.009773909105345972
0.0125,1.90305488419891,-0.0734060383659217,2.42134144352596,0.0339674653922399,29.33693238,79.0164812,-0.009574970289465357,-0.00046200823731707905
0.013,1.9032193152022,-0.0737349005655837,2.42068371940459,0.0231150136443608,29.47000195,78.9891883,-0.008058248365488702,-0.0075843996765037
