Channel,State,Feature,Pressure,n,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p
IR,Normal,AUC,p1_mmhg,24,-0.0055548892756785775,0.9794482565050766,-0.42672481655426725,0.4532961468466979,-0.10782608695652172,0.6160158821815656
IR,Ischaemia,AUC,p1_mmhg,24,-0.22112819062885045,0.29908518142527774,-0.5461922192517527,0.11230681964581524,-0.2626086956521739,0.21507317009837812
IR,Congestion,AUC,p1_mmhg,24,-0.8543777349496621,1.0798347481909099e-07,-0.9182004686625731,-0.7781191372812979,-0.9104347826086956,6.743245306456525e-10
IR,Normal,S_AUC,p2_mmhg,24,0.23178807358533288,0.27578631901976586,-0.12840529963068625,0.6043785641859907,0.20956521739130432,0.3256961715714217
IR,Ischaemia,S_AUC,p2_mmhg,24,0.08677481929258712,0.6868186066261659,-0.2877630319555667,0.38625843104440555,0.023478260869565212,0.9132865779270147
IR,Congestion,S_AUC,p2_mmhg,24,0.0025309629841561,0.9906352874143529,-0.42912945329817775,0.3741810597530903,0.003478260869565217,0.9871304734643621
IR,Normal,S_AUC,p1_mmhg,24,0.044314922575831084,0.8370963599807162,-0.36954188845889163,0.3919454279324949,-0.020869565217391303,0.9228917031216202
IR,Ischaemia,S_AUC,p1_mmhg,24,0.09428296671298358,0.6612330986938253,-0.27824655636049395,0.5033437040161414,0.13565217391304346,0.5273785419058558
IR,Congestion,S_AUC,p1_mmhg,24,-0.42311539849599955,0.039390344306399205,-0.684862570420941,-0.15658028630006773,-0.43043478260869555,0.0357631608988247
IR,Normal,D_AUC,p2_mmhg,24,-0.11009444742190097,0.6085675490992817,-0.4448829074516363,0.3111715028990034,-0.11913043478260868,0.579275902008125
IR,Ischaemia,D_AUC,p2_mmhg,24,0.30583602184455655,0.14611488016144014,-0.1930642638020417,0.6867152673269111,0.2791304347826086,0.18653796075704562
IR,Congestion,D_AUC,p2_mmhg,24,-0.09173633984545616,0.6698717884512569,-0.46000901318242315,0.2779050947669639,-0.09913043478260869,0.6449056390307348
IR,Normal,D_AUC,p1_mmhg,24,-0.0204092081673533,0.9245878452238472,-0.44597763469626595,0.3989811059946141,-0.1391304347826087,0.5167416555162507
IR,Ischaemia,D_AUC,p1_mmhg,24,-0.2889291437620448,0.17090255276642186,-0.5899846714982386,-0.010592290230680205,-0.3104347826086956,0.13984001582896138
IR,Congestion,D_AUC,p1_mmhg,24,-0.8425101216639074,2.4120032119538833e-07,-0.9091506859634109,-0.7702438431316424,-0.9226086956521738,1.4324486487633293e-10
