PI,Amplitude,AUC,S_AUC,D_AUC,AUC_Ratio,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff,Crest_Time,Decay_Time,Pulse_Width,PW50,Rise_Decay_Ratio,Systolic_Width,Diastolic_Width,Width_Ratio,Upslope,Downslope,Slope_Ratio,Delta_T,b_a,c_a,d_a,e_a,DNP,RWI,Skewness,Kurtosis,Variance,State,Channel,Pulse_Index
0.060175797188110114,0.0014755353880803461,0.5800393154933723,0.18349548941644897,0.39654382607692323,0.46273697206568043,0.1271604779082528,0.05162801683491741,2.4630130200149285,0.0005921959537598302,0.2105,0.4605,0.671,0.4805,0.45711183486273355,0.3485,0.3225,1.0806201547036836,4.030165447495847,-4.247589558198001,0.9488123539673462,0.094,-0.7094759002323897,0.4608629773113502,-0.4249741137023879,0.49730141567945507,199.45157861111875,0.8589501304227419,-0.692180707068736,-0.9281731930243513,0.09847120455507166,Normal,IR,0
0.08829823560583139,0.0021653150944475987,2.1569209353024235,0.3341138770405196,1.822807058261904,0.18329634807360062,0.6794545397760999,0.15330756075172652,4.431970191171742,0.0021372356448128246,0.148,0.777,0.925,0.5095,0.19047619045167616,0.381,0.544,0.7003676469300795,11.916452889763548,-2.6567577233201405,4.4853366886699275,0.0,-0.8394821731700362,0.3427946663086097,-0.2692075250791901,0.3831669356184172,122.54377341117674,0.9494125129155084,-0.15133694924947277,-1.3631498651695904,0.10341294831914385,Normal,IR,1
0.09181971474504216,0.0022517155045285544,2.2770548159931048,0.35924038179889506,1.91781443419421,0.18731759203340334,0.6778468864224492,0.1511720770706836,4.483942399343456,0.002214436309138899,0.1605,0.7765,0.937,0.5135,0.20669671600686457,0.393,0.544,0.7224264704554363,11.010804032282351,-2.194398934685637,5.017685643999803,0.0,-0.895954498404605,0.4379870964645755,-0.392297394662868,0.33063993347370685,113.91014417229121,0.9798259353710231,-0.15862198196571717,-1.3726582791163955,0.11107325543848248,Normal,IR,2
0.09461700277521054,0.00232035858458588,2.253833800283799,0.38329370973491106,1.870540090548888,0.20491071624235915,0.6914799371560623,0.13024349456136763,5.309132244600057,0.0023061452340177794,0.1655,0.771,0.9365,0.503,0.21465629050393564,0.3965,0.54,0.7342592591232853,11.203901374800864,-2.0706480132411116,5.410818885013062,0.0,-1.007419912829806,0.27525148001450966,-0.29084240518907023,0.17543060636216887,90.8107615841609,0.9396454655776566,-0.11205617343100079,-1.4293504778181305,0.10790641042693562,Normal,IR,3
0.09049833947076653,0.002219386424338131,2.214349492761649,0.3750555477445485,1.8392939450171006,0.20391278334832458,0.6478460335033739,0.13066899324124223,4.957917076865535,0.002177873245825991,0.1705,0.7685,0.939,0.512,0.22186076770047358,0.401,0.538,0.7453531597127596,10.760713248803484,-2.1683082774510467,4.962722948674513,0.169,-1.1501181316940223,0.4152150857824112,-0.42866249873217344,0.33934511107824844,114.12113310422916,0.9593757459101913,-0.137304293126543,-1.4722391850968444,0.11580001478204524,Normal,IR,4
0.09355699099090128,0.002294443431810379,2.1893394880221346,0.3721226676846867,1.817216820337448,0.20477615191516213,0.6835605661128064,0.12098872558657975,5.649787302360421,0.0022783366488353307,0.163,0.771,0.934,0.4875,0.21141374835130822,0.394,0.54,0.729629629494513,11.121300646606812,-1.963283663852053,5.664642787390103,0.0,-1.1174227110042168,0.426739554423516,-0.4208589168425919,0.324590393063979,103.51177569475556,0.9572389154649013,-0.07576139654209436,-1.3978593907260137,0.10667145554212723,Normal,IR,5
0.08941024795663113,0.002192764053139505,2.1354959648962564,0.321935312828399,1.8135606520678578,0.17751560304507621,0.6398059336787015,0.12104864098942367,5.285527602131859,0.002161082653640977,0.158,0.786,0.944,0.5085,0.2010178116792598,0.3935,0.5505,0.7148047228492634,11.29744180956402,-2.581746417107638,4.375891347912896,0.0,-1.0582562167994864,0.44466546449740785,-0.42654058887484453,0.2650663832419014,108.47081654947021,0.9085858670986497,-0.15095595484514404,-1.4939452509076365,0.11024420236498536,Normal,IR,6
0.09288478842613447,0.002277981521372688,2.232001984264921,0.3407102347917118,1.8912917494732089,0.18014684136839115,0.6727713348298594,0.15108360046055475,4.452973931874298,0.0022246383124986074,0.1555,0.781,0.9365,0.5075,0.1991037131627268,0.3895,0.547,0.7120658133981598,11.102248086363431,-2.127323416376271,5.218881153836662,0.0,-1.126456022943707,0.41697712878793464,-0.4391260047558516,0.43961163888565336,111.03326091439544,0.9224346217071168,-0.17101429061963366,-1.3958329081539311,0.10352481139249771,Normal,IR,7
0.09299947859028618,0.002280796063490086,2.2251161936120414,0.3815235045701098,1.8435926890419314,0.20694565931896994,0.6819167013122148,0.1339386166106653,5.091262834118212,0.0022679144937937023,0.167,0.7735,0.9405,0.491,0.21590174528559772,0.399,0.5415,0.7368421051270837,10.98287192934265,-2.151873411792849,5.103865249992473,0.1655,-1.1491633474456604,0.3472067289518495,-0.45404097977160185,0.3037141070747351,102.15998842193108,0.9425450764308754,-0.07799074279274114,-1.4531718209568372,0.1081198080430413,Normal,IR,8
0.08860226259000192,0.0021729972463043774,2.1862175040563216,0.3351525075668201,1.8510649964895014,0.18105928651037242,0.6444341246957093,0.13235919805872096,4.868827657318717,0.002133955866273734,0.1595,0.7765,0.936,0.5065,0.20540888600059126,0.392,0.544,0.7205882351616565,11.156897334633754,-2.2032754578322624,5.063777792498228,0.0,-1.0946497506790744,0.5110333943003286,-0.43027974591503243,0.2831016258707907,110.64818120907285,0.9830819384479678,-0.12674386168894503,-1.4779404328540866,0.11989291224260198,Normal,IR,9
