Feature,Comparison,N_Normal,N_Disease,AUC,CI_Lower,CI_Upper,Optimal_Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,F1_Score,Youden_J,LR_Positive,LR_Negative,TP,TN,FP,FN,Is_Inverse
AC_Component,Congestion,30,30,1.000000,1.000000,1.000000,0.003162,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
AUC,Congestion,30,30,1.000000,1.000000,1.000000,3.353657,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Amplitude,Congestion,30,30,1.000000,1.000000,1.000000,0.003162,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
DC_Component,Congestion,30,30,1.000000,1.000000,1.000000,1.768332,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
DNP,Congestion,30,30,1.000000,1.000000,1.000000,0.808035,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
D_AUC,Congestion,30,30,1.000000,1.000000,1.000000,2.703574,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Diastolic_Width,Congestion,30,30,1.000000,1.000000,1.000000,0.532000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
End_Datum_Area,Congestion,30,30,1.000000,1.000000,1.000000,0.261499,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Fall_Time,Congestion,30,30,1.000000,1.000000,1.000000,0.760000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
IPAR,Congestion,30,30,1.000000,1.000000,1.000000,0.549980,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Max_Start_Datum_Diff,Congestion,30,30,1.000000,1.000000,1.000000,0.003064,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
PI,Congestion,30,30,1.000000,1.000000,1.000000,0.178797,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
RWI,Congestion,30,30,1.000000,1.000000,1.000000,0.927755,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
S_AUC,Congestion,30,30,1.000000,1.000000,1.000000,0.672774,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Start_Datum_Area,Congestion,30,30,1.000000,1.000000,1.000000,0.864991,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Variance,Congestion,30,30,1.000000,1.000000,1.000000,0.105680,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
Slope_Ratio,Congestion,30,30,0.994444,0.982201,1.000000,4.130267,1.000000,0.933333,0.937500,1.000000,0.966667,0.967742,0.933333,15.000000,0.000000,30,28,2,0,True
Downslope,Congestion,30,30,0.987778,0.962649,1.000000,-2.021744,1.000000,0.933333,0.937500,1.000000,0.966667,0.967742,0.933333,15.000000,0.000000,30,28,2,0,True
SDPPG_e_a,Congestion,30,30,0.974444,0.924359,1.000000,0.264979,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.933333,29.000000,0.034483,29,29,1,1,False
Width_Ratio,Congestion,30,30,0.971111,0.906250,1.000000,0.811016,0.966667,1.000000,1.000000,0.967742,0.983333,0.983051,0.966667,,0.033333,29,30,0,1,False
