Feature,Comparison,N_Normal,N_Disease,AUC,CI_Lower,CI_Upper,Optimal_Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,F1_Score,Youden_J,LR_Positive,LR_Negative,TP,TN,FP,FN,Is_Inverse
AC_Component,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003083,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,3.202795,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Amplitude,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003083,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
DC_Component,Ischaemia,30,30,1.000000,1.000000,1.000000,1.829445,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
D_AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,2.610092,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Diastolic_Width,Ischaemia,30,30,1.000000,1.000000,1.000000,0.542500,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
End_Datum_Area,Ischaemia,30,30,1.000000,1.000000,1.000000,0.251770,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Fall_Time,Ischaemia,30,30,1.000000,1.000000,1.000000,0.775000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,False
Max_Start_Datum_Diff,Ischaemia,30,30,1.000000,1.000000,1.000000,0.003045,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
PI,Ischaemia,30,30,1.000000,1.000000,1.000000,0.168464,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
S_AUC,Ischaemia,30,30,1.000000,1.000000,1.000000,0.617200,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Start_Datum_Area,Ischaemia,30,30,1.000000,1.000000,1.000000,0.907333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000,30,30,0,0,True
Pulse_Width,Ischaemia,30,30,0.993333,0.978861,1.000000,0.969500,0.966667,0.933333,0.935484,0.965517,0.950000,0.950820,0.900000,14.500000,0.035714,29,28,2,1,False
AUC_Ratio,Ischaemia,30,30,0.957778,0.907240,0.994442,0.237383,0.900000,0.933333,0.931034,0.903226,0.916667,0.915254,0.833333,13.500000,0.107143,27,28,2,3,True
Rise_Decay_Time_Ratio,Ischaemia,30,30,0.950000,0.883332,0.997775,0.253359,0.933333,0.900000,0.903226,0.931034,0.916667,0.918033,0.833333,9.333333,0.074074,28,27,3,2,True
Width_Ratio,Ischaemia,30,30,0.948889,0.883330,0.996571,0.789862,0.933333,0.900000,0.903226,0.931034,0.916667,0.918033,0.833333,9.333333,0.074074,28,27,3,2,True
SDPPG_e_a,Ischaemia,30,30,0.946667,0.882486,0.987559,0.238078,0.833333,0.900000,0.892857,0.843750,0.866667,0.862069,0.733333,8.333333,0.185185,25,27,3,5,False
Downslope_Length,Ischaemia,30,30,0.914444,0.810266,0.986562,1.281570,0.833333,0.966667,0.961538,0.852941,0.900000,0.892857,0.800000,25.000000,0.172414,25,29,1,5,False
PW50,Ischaemia,30,30,0.900556,0.804211,0.978680,0.521500,0.933333,0.833333,0.848485,0.925926,0.883333,0.888889,0.766667,5.600000,0.080000,28,25,5,2,False
Length_Height_Ratio,Ischaemia,30,30,0.880000,0.782133,0.958479,2.311719,0.766667,0.900000,0.884615,0.794118,0.833333,0.821429,0.666667,7.666667,0.259259,23,27,3,7,False
