PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Systolic_Width,Diastolic_Width,Delta_T,Upslope,Downslope,DNP,RWI,State,Channel
0.09830633220949916,0.169,0.7915,0.9605,0.598,0.169,0.7915,0.083,1.2962315554292483e-05,-4.533984343150642e-06,0.7776878440424136,0.9999999607697589,Congestion,Red
0.10067561655649822,0.2915,0.6805,0.972,0.482,0.2915,0.6805,0.087,1.1997145555273374e-05,-6.3882556899460706e-06,0.5359314448960744,0.9999999616964649,Congestion,Red
0.09499589294153714,0.149,0.7695,0.9185,0.545,0.149,0.7695,0.0745,1.4823245793682679e-05,-3.5964273970178666e-06,0.5120177736248781,0.9999999594080337,Congestion,Red
0.08887927525659765,0.191,0.565,0.756,0.527,0.191,0.565,0.0,1.2623385666250472e-05,-3.629543701900561e-06,0.45959570784900955,0.9999999566227875,Congestion,Red
0.128837014313761,0.1635,0.7905,0.954,0.5805,0.1635,0.7905,0.074,1.2278504766832614e-05,-2.829661557255574e-06,0.00031141234511126975,0.999999956071942,Congestion,IR
0.14214550349174304,0.2355,0.7215,0.957,0.542,0.2355,0.7215,0.0,1.2666489984500717e-05,-3.1135890032307463e-06,0.006883169768365896,0.9999999601845476,Congestion,IR
0.1440043210661258,0.177,0.79,0.967,0.5355,0.177,0.79,0.0005,1.3183416290340252e-05,-2.8707895585182886e-06,1.8002347176068383e-07,0.9999999606983693,Congestion,IR
0.1480550350282323,0.1795,0.775,0.9545,0.528,0.1795,0.775,0.0,1.3595754846030118e-05,-2.904984875288716e-06,0.005566748742752888,0.9999999617739954,Congestion,IR
0.14414078881825604,0.2805,0.679,0.9595,0.536,0.2805,0.679,0.0,1.3356968823503802e-05,-2.9372089172788243e-06,0.007407367752068059,0.9999999607358265,Congestion,IR
0.14418260177734873,0.1765,0.7815,0.958,0.5415,0.1765,0.7815,0.0,1.3514570425344824e-05,-2.8329024740611692e-06,0.001354934987865354,0.9999999607477761,Congestion,IR
0.14844949270204716,0.188,0.7815,0.9695,0.5435,0.188,0.7815,0.0005,1.323249741422229e-05,-3.248221583835014e-06,0.00041340618851742656,0.9999999618760222,Congestion,IR
0.15028007319539374,0.1755,0.783,0.9585,0.529,0.1755,0.783,0.0,1.3913998709800786e-05,-2.9142827886932524e-06,0.0012112403144002826,0.9999999623415015,Congestion,IR
0.14850950496560647,0.168,0.795,0.963,0.526,0.168,0.795,0.0785,1.4158057557096143e-05,-3.0048429890332067e-06,0.02018146161461043,0.9999999618937407,Congestion,IR
0.14475259423181377,0.1755,0.783,0.9585,0.5275,0.1755,0.783,0.0,1.3757188361510184e-05,-2.94713933536334e-06,0.008089082863129728,0.9999999609059526,Congestion,IR
0.1479408830294237,0.171,0.789,0.96,0.5305,0.171,0.789,0.0005,1.3724255156638446e-05,-2.8308141386041872e-06,2.855931862222862e-05,0.9999999617497705,Congestion,IR
0.14974101284629368,0.168,0.792,0.96,0.534,0.168,0.792,0.0005,1.450126597827726e-05,-2.9484604030573868e-06,0.0021560010072991715,0.999999962209798,Congestion,IR
0.14966097421478786,0.175,0.7845,0.9595,0.5435,0.175,0.7845,0.0815,1.3899999640792611e-05,-2.8807889061128805e-06,0.0,0.9999999621902949,Congestion,IR
0.1487228283959557,0.2745,0.6925,0.967,0.537,0.2745,0.6925,0.0005,1.3809031274739352e-05,-3.2321301671283634e-06,0.007737600564252431,0.9999999619531458,Congestion,IR
0.15110224704418126,0.1735,0.7815,0.955,0.5185,0.1735,0.7815,0.0005,1.4310816192429523e-05,-3.451416378405148e-06,0.0012523968890014898,0.9999999625529356,Congestion,IR
0.15275515275550802,0.2455,0.715,0.9605,0.5475,0.2455,0.715,0.0,1.3631696591851535e-05,-3.0667157570926206e-06,1.4637169647520364e-05,0.999999962959597,Congestion,IR
0.15507615693528373,0.1845,0.7785,0.963,0.5195,0.1845,0.7785,0.0005,1.4199854443093106e-05,-3.180619811041257e-06,0.02085794620660571,0.9999999635161061,Congestion,IR
0.15358507982276717,0.1705,0.79,0.9605,0.5235,0.1705,0.79,0.0,1.4318861490805702e-05,-3.2168805967098407e-06,5.606048175870419e-06,0.9999999631622374,Congestion,IR
0.15413814826901068,0.17,0.7935,0.9635,0.527,0.17,0.7935,0.0005,1.4559830168243753e-05,-3.2339524345760323e-06,0.004617326222515051,0.9999999632955637,Congestion,IR
0.15354365866310352,0.1735,0.7885,0.962,0.529,0.1735,0.7885,0.0,1.4696115423518748e-05,-3.093989459283732e-06,0.0030657488117463564,0.9999999631542582,Congestion,IR
0.15520567370525581,0.1695,0.7865,0.956,0.515,0.1695,0.7865,0.079,1.4928306099332178e-05,-3.5547628272688544e-06,1.7071492029072884e-05,0.9999999635503443,Congestion,IR
0.15264864739503842,0.1745,0.79,0.9645,0.5385,0.1745,0.79,0.0005,1.4350521328211825e-05,-2.987494721455361e-06,0.0,0.9999999629417111,Congestion,IR
0.15283503997737657,0.2695,0.6875,0.957,0.537,0.2695,0.6875,0.0,1.4827114478663988e-05,-3.035264876452234e-06,0.0,0.9999999629881909,Congestion,IR
0.16333483530443607,0.1705,0.794,0.9645,0.5375,0.1705,0.794,0.0005,1.5349233313938703e-05,-2.7773813142509035e-06,5.693070040645966e-05,0.9999999653686072,Congestion,IR
0.16253835521715373,0.1745,0.7875,0.962,0.5345,0.1745,0.7875,0.0,1.5107694315300664e-05,-3.141478586078966e-06,0.01388467825745253,0.9999999652002729,Congestion,IR
0.1584149859889577,0.1625,0.7975,0.96,0.5285,0.1625,0.7975,0.0,1.558891580409757e-05,-3.4456939252968408e-06,0.0017538818421505824,0.9999999642956903,Congestion,IR
0.15942014233503657,0.1695,0.7875,0.957,0.526,0.1695,0.7875,0.0,1.5127594383135571e-05,-3.6921683410330294e-06,0.007009870098825794,0.9999999645225878,Congestion,IR
0.1606224213270971,0.172,0.789,0.961,0.533,0.172,0.789,0.0865,1.5161147343545323e-05,-3.3012254938383787e-06,0.00017699188420764445,0.9999999647900902,Congestion,IR
0.1602842656678778,0.177,0.785,0.962,0.5505,0.177,0.785,0.0,1.452978982707223e-05,-3.003821721810941e-06,0.000683563252476399,0.999999964716998,Congestion,IR
0.15540205997121198,0.161,0.798,0.959,0.584,0.161,0.798,0.0005,1.5405384777512823e-05,-2.8907778562785693e-06,0.09619816344584829,0.9999999636102954,Congestion,IR
0.1414531866431051,0.155,0.494,0.649,0.408,0.155,0.494,0.078,1.443865197886605e-05,-3.792877103443173e-06,0.9262245078724356,0.9999999600367525,Congestion,IR
