PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Systolic_Width,Diastolic_Width,Delta_T,Upslope,Downslope,DNP,RWI,State,Channel
0.1252427725631538,0.2135,0.7885,1.002,0.666,0.2135,0.7885,0.122,1.3446379020362262e-05,-7.2491052089651e-06,0.000532847622906528,0.9999999691793536,Congestion,Red
0.12090599364213953,0.2775,0.6955,0.973,0.5625,0.2775,0.6955,0.0715,1.6809791285762616e-05,-4.058369189409466e-06,0.9077372296377747,0.9999999680743896,Congestion,Red
0.10822196257213564,0.1715,0.785,0.9565,0.5035,0.1715,0.785,0.076,1.4778555979991117e-05,-5.3520203250917876e-06,0.00012717791372437792,0.9999999643322183,Congestion,Red
0.1050553465165671,0.147,0.784,0.931,0.5725,0.147,0.784,0.0695,1.6391685427818276e-05,-3.7227102685629342e-06,0.6203688391651282,0.9999999632609723,Congestion,Red
0.09875650373125751,0.1885,0.805,0.9935,0.5145,0.1885,0.805,0.0925,1.2680304827384411e-05,-8.28197297972466e-06,0.40201335250336667,0.9999999609159528,Congestion,Red
0.1035151757644572,0.257,0.66,0.917,0.4965,0.257,0.66,0.078,1.383374011446135e-05,-4.7705810460943465e-06,0.3930083752845668,0.999999962721255,Congestion,Red
0.10163039511571356,0.193,0.79,0.983,0.5265,0.193,0.79,0.1105,1.2518965705243953e-05,-7.039222411519077e-06,0.30914494084424843,0.999999962032886,Congestion,Red
0.09252274888390317,0.1575,0.828,0.9855,0.6605,0.1575,0.828,0.073,1.2018507600952081e-05,-5.725311164370302e-06,0.00018425055770647503,0.9999999582984055,Congestion,Red
0.10242959528257742,0.1455,0.813,0.9585,0.538,0.1455,0.813,0.071,1.6452338056919722e-05,-5.71487874736351e-06,0.02911915847134409,0.9999999623350658,Congestion,Red
0.09802532572064213,0.137,0.818,0.955,0.5545,0.137,0.818,0.065,1.5875313439865147e-05,-4.345736863510069e-06,0.0006089281772283408,0.999999960646622,Congestion,Red
0.10324725610732403,0.2755,0.629,0.9045,0.5165,0.2755,0.629,0.0725,1.50344443083575e-05,-4.381899497035149e-06,0.07112123757503874,0.9999999626402742,Congestion,Red
0.10325983275025177,0.2165,0.81,1.0265,0.483,0.2165,0.81,0.0125,1.5309166769980663e-05,-5.238719539526072e-06,0.00031424722378786983,0.999999962644269,Congestion,Red
0.10278076632748229,0.165,0.785,0.95,0.5215,0.165,0.785,0.0685,1.5833628198785128e-05,-3.491144332816692e-06,0.04563388336484835,0.9999999624740387,Congestion,Red
0.1000632055891816,0.231,0.7155,0.9465,0.5115,0.231,0.7155,0.0835,1.2475071173875785e-05,-4.154780032653894e-06,9.447529952856819e-05,0.9999999614580387,Congestion,Red
