PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Upslope,Downslope,Delta_T,RWI,DNP,State,Channel
0.10278076632748229,0.165,0.785,0.95,0.5215,11.88344239179969,-2.620170945006066,0.0685,0.9454185476403356,0.04563388336484835,Congestion,Red
0.1000632055891816,0.231,0.7155,0.9465,0.5115,9.616274190997672,-3.2026674189199866,0.0835,0.8774619884866479,9.447529952856819e-05,Congestion,Red
0.09830633220949916,0.169,0.7915,0.9605,0.598,10.170295277626224,-3.557385974815702,0.083,0.9774130343020301,0.7776878440424136,Congestion,Red
0.10067561655649822,0.2915,0.6805,0.972,0.482,9.190661719146362,-4.893855521816249,0.087,0.8397980294632948,0.5359314448960744,Congestion,Red
0.09499589294153714,0.149,0.7695,0.9185,0.545,12.0340938931231,-2.919721198575644,0.0745,0.922400222900185,0.5120177736248781,Congestion,Red
0.08887927525659765,0.191,0.565,0.756,0.527,10.95134564101852,-3.1487897660422277,0.0,0.7541718267590971,0.45959570784900955,Congestion,Red
0.128837014313761,0.1635,0.7905,0.954,0.5805,10.787417375269058,-2.4860307365213146,0.074,0.9816009287529619,0.00031141234511126975,Congestion,IR
0.14214550349174304,0.2355,0.7215,0.957,0.542,10.08644058116306,-2.479379095051428,0.0,0.9174392955197327,0.006883169768365896,Congestion,IR
0.1440043210661258,0.177,0.79,0.967,0.5355,10.362595179360255,-2.256534223368135,0.0005,0.9939495315419717,1.8002347176068383e-07,Congestion,IR
0.1480550350282323,0.1795,0.775,0.9545,0.528,10.394227724775533,-2.22091929964418,0.0,0.9868664401645132,0.005566748742752888,Congestion,IR
0.14414078881825604,0.2805,0.679,0.9595,0.536,10.489006802427923,-2.3065416054034813,0.0,0.8850347917145851,0.007407367752068059,Congestion,IR
0.14418260177734873,0.1765,0.7815,0.958,0.5415,10.609538893853255,-2.2239544458386717,0.0,0.9839673022871254,0.001354934987865354,Congestion,IR
0.14844949270204716,0.188,0.7815,0.9695,0.5435,10.089508743026101,-2.4767025485427325,0.0005,0.9575602515971235,0.00041340618851742656,Congestion,IR
0.15028007319539374,0.1755,0.783,0.9585,0.529,10.479605987814978,-2.194950279897739,0.0,0.9803148728982518,0.0012112403144002826,Congestion,IR
0.14850950496560647,0.168,0.795,0.963,0.526,10.790212237743162,-2.290066519507036,0.0785,0.9936101214061905,0.02018146161461043,Congestion,IR
0.14475259423181377,0.1755,0.783,0.9585,0.5275,10.756483492201596,-2.30431210048323,0.0,0.9956072364101058,0.008089082863129728,Congestion,IR
0.1479408830294237,0.171,0.789,0.96,0.5305,10.499118194565824,-2.1655858105842754,0.0005,0.9718211156861708,2.855931862222862e-05,Congestion,IR
0.14974101284629368,0.168,0.792,0.96,0.534,10.960115398275548,-2.2284582817226237,0.0005,0.9662764574900223,0.0021560010072991715,Congestion,IR
0.14966097421478786,0.175,0.7845,0.9595,0.5435,10.511097755965295,-2.1784355819397376,0.0815,0.9879411682659243,0.0,Congestion,IR
0.1487228283959557,0.2745,0.6925,0.967,0.537,10.507804007625339,-2.459447708359164,0.0005,0.8990657382175057,0.007737600564252431,Congestion,IR
0.15110224704418126,0.1735,0.7815,0.955,0.5185,10.717961114021364,-2.584908228477616,0.0005,0.9607270505128839,0.0012523968890014898,Congestion,IR
0.15275515275550802,0.2455,0.715,0.9605,0.5475,10.098470689000749,-2.271847746597359,0.0,0.9253030449997007,1.4637169647520364e-05,Congestion,IR
0.15507615693528373,0.1845,0.7785,0.963,0.5195,10.36131964500953,-2.320827911548122,0.0005,0.9671005908989965,0.02085794620660571,Congestion,IR
0.15358507982276717,0.1705,0.79,0.9605,0.5235,10.549496407773688,-2.370053675078566,0.0,0.9662689386285588,5.606048175870419e-06,Congestion,IR
0.15413814826901068,0.17,0.7935,0.9635,0.527,10.688207163154914,-2.374008019127018,0.0005,0.9732165965270652,0.004617326222515051,Congestion,IR
0.15354365866310352,0.1735,0.7885,0.962,0.529,10.829785477726432,-2.2800067329878857,0.0,0.9758400307538924,0.0030657488117463564,Congestion,IR
0.15520567370525581,0.1695,0.7865,0.956,0.515,10.882632359517459,-2.591397625225227,0.079,0.9641834924395504,1.7071492029072884e-05,Congestion,IR
0.15264864739503842,0.1745,0.79,0.9645,0.5385,10.636115309052002,-2.214228850356676,0.0005,0.9901442680648408,0.0,Congestion,IR
0.15283503997737657,0.2695,0.6875,0.957,0.537,10.975566594466102,-2.2468128799628175,0.0,0.8846037125061895,0.0,Congestion,IR
0.16333483530443607,0.1705,0.794,0.9645,0.5375,10.631306541605454,-1.9236916613884887,0.0005,0.9568469600899495,5.693070040645966e-05,Congestion,IR
0.16253835521715373,0.1745,0.7875,0.962,0.5345,10.514872790074378,-2.1864519506400484,0.0,0.9531316691952917,0.01388467825745253,Congestion,IR
0.1584149859889577,0.1625,0.7975,0.96,0.5285,11.131829565387818,-2.4605224630705607,0.0,0.9839837281103272,0.0017538818421505824,Congestion,IR
0.15942014233503657,0.1695,0.7875,0.957,0.526,10.733758022491202,-2.619771560978336,0.0,0.9576557461748109,0.007009870098825794,Congestion,IR
0.1606224213270971,0.172,0.789,0.961,0.533,10.676452599081642,-2.3247170352744604,0.0865,0.9509002449641463,0.00017699188420764445,Congestion,IR
0.1602842656678778,0.177,0.785,0.962,0.5505,10.253092066244506,-2.1196769554731247,0.0,0.9787201581121122,0.000683563252476399,Congestion,IR
