State,Channel,Pulse_ID,Amplitude,AUC,S_AUC,D_AUC,AUC_Ratio,Start_Datum_Area,End_Datum_Area,Datum_Area_Ratio,Max_Start_Datum_Diff
Normal,Red,1,0.0029840651557313234,3.0440059908382633,0.6130035760086252,2.431002414829638,0.252160825620399,0.8858745785834952,0.13339354637983492,6.64106025085343,0.0029844735445461483
Normal,Red,2,0.0026987628720026614,2.7453564107957327,1.0502499982248563,1.695106412570876,0.6195776208716001,0.6765571552461943,0.11391787994853993,5.93899004749575,0.0025329705306288606
Normal,Red,3,0.0028527182866955386,2.9149788632116116,0.5714458384702087,2.3435330247414026,0.24383946478981877,0.782648334495148,0.15909059033164813,4.919513673710058,0.0028527182866955386
Normal,Red,4,0.0029615609267655456,2.961060251089998,0.5353847540625131,2.425675497027485,0.22071573659320626,0.8920939190704441,0.21466382572344567,4.155772012652662,0.0029615672781674006
Normal,Red,5,0.0031084750724980925,3.0837130187135227,0.596563491069218,2.4871495276443043,0.2398583134783421,0.8774097144392072,0.2390202173791559,3.67085982959918,0.003108501456860942
Normal,Red,6,0.003096699370962812,3.160844724558909,0.5918802688866542,2.568964455672254,0.23039644148434482,0.9124955278516917,0.19808834171265002,4.6065079850856225,0.003096699370962812
Normal,Red,7,0.0028686069873058596,3.2239690028368204,0.6597661598720332,2.564202842964787,0.2572987397163936,0.8204095986010338,0.25768019291702876,3.1838287192884867,0.002869244121930158
Normal,Red,8,0.0034106871815888255,3.4112973281445886,0.6764696584352016,2.734827669709387,0.2473536690913639,0.9083186625680542,0.28389027778011044,3.1995412793656848,0.0034106871815888255
Normal,Red,9,0.0032929626731589452,3.109182185889819,0.6604659179248052,2.448716267965014,0.26971925108893086,0.8590661920745076,0.2655998247754892,3.2344380979945067,0.0032930752508408003
Normal,Red,10,0.0029607085837390495,3.017866020662167,0.6212589868849911,2.396607033777175,0.2592243860295508,0.565101449636101,0.25294015365474437,2.2341310443238176,0.0029462808853294824
Normal,Red,11,0.003103479049388286,3.6266978322796017,0.6642251643765644,2.962472667903037,0.22421309454535188,0.7603222367794398,0.41774360635197333,1.820069117081409,0.00310388123200391
Normal,Red,12,0.0032777758158423556,3.5766852617638634,1.1226513250554437,2.454033936708419,0.4574718011280843,0.9947144417041442,0.2702056539048738,3.681323567175743,0.003282646224288003
Normal,Red,13,0.0029011366949744308,3.2818801440599374,1.1485981970122023,2.1332819470477347,0.538418373905876,0.8466967088917976,0.2582108589061808,3.279090246159784,0.002860349554301687
Normal,Red,14,0.0033301577335016095,3.5347603626525377,0.6094593342067454,2.9253010284457925,0.20834072400765882,0.9482317601712167,0.366709323683424,2.5857857952633196,0.0033302025690066777
Normal,Red,15,0.0036294540631632427,3.5520795525702855,0.7262041784645435,2.8258753741057427,0.2569837952228708,1.0000081548504896,0.3126401924532729,3.1985911568294294,0.0036295143304068004
Normal,Red,16,0.0032565269753942637,3.308472307763652,0.6705509664732656,2.6379213412903857,0.2541967252690157,0.8705092836735286,0.2666698028809531,3.2643714221446434,0.003256532360300243
Normal,Red,17,0.0030571182548155083,3.4254910899045368,0.5855831458785881,2.8399079440259487,0.2061979322641162,0.8809378347444018,0.3348158581040774,2.631111440577473,0.003057240160532435
Normal,Red,18,0.0030897387327101186,3.2301014046546044,0.820648040147369,2.409453364507235,0.3405951126658151,0.8453607551070919,0.21314171514625518,3.966191012993472,0.0030904967221079688
Normal,Red,19,0.0031291123320869012,3.1408108440990317,0.5857136684865817,2.55509717561245,0.22923342175672348,0.8305640783462762,0.2651477624941993,3.1324574287684084,0.0031291325244803365
Normal,Red,20,0.0030273034008746857,3.1261803785937867,1.344375881503559,1.7818044970902274,0.7545024629239568,0.871671106882613,0.2521788073837943,3.456559716201707,0.002884655846464546
Normal,Red,21,0.0029548761225316536,3.0920820022784845,0.5417096832470005,2.5503723190314838,0.2124041573085758,0.8575002893780805,0.26091857218408565,3.28646704678841,0.002954881697215017
Normal,Red,22,0.002838014476264315,3.042057222950329,0.5738538524946452,2.4682033704556843,0.23249860986483428,0.822940924876065,0.19642350627783145,4.189625470344955,0.002838014476264315
Normal,Red,23,0.002850657151901438,2.9702570494354106,0.5515402236347292,2.4187168258006815,0.22803009337488267,0.7671428715857386,0.2125320730636159,3.6095393063620778,0.0028506623228594947
Normal,Red,24,0.0029376409612184694,3.259410430230675,0.6964649990270386,2.5629454312036364,0.2717439827425267,0.8372977243180925,0.29513520313234787,2.836997130236009,0.002937925773705891
Normal,IR,1,0.004782267155085293,4.84549017172807,0.9532128085502316,3.892277363177839,0.24489847963249559,1.3758524983233817,0.33491100122726225,4.108113777336811,0.0047822898464688875
Normal,IR,2,0.004736019560819333,4.761633800773032,0.9274889936415787,3.834144807131454,0.24190244247334178,1.336989050642291,0.332479535754176,4.021267196519473,0.004736019560819333
Normal,IR,3,0.00473655863817498,4.783518484518705,0.9524428524700443,3.8310756320486608,0.24860977541201065,1.3347435025503536,0.348430244467378,3.830733765924042,0.00473655863817498
Normal,IR,4,0.004746413233807619,4.742834634617278,0.9485269475943243,3.794307687022953,0.24998682917529727,1.3409335418487434,0.32758224169219696,4.093425623201859,0.004746413233807619
Normal,IR,5,0.004625693458801162,4.770352082255806,0.9172046218303562,3.8531474604254496,0.23804036343033755,1.3088047058297918,0.34771881541596783,3.7639743603293354,0.004625693458801162
Normal,IR,6,0.004755660631332833,4.889631422141095,0.9384311645543105,3.9512002575867844,0.23750534100427045,1.3544641033444087,0.37171658615036557,3.643808626813616,0.004755660631332833
Normal,IR,7,0.00483906799621342,4.8550421365384535,0.9632709478697997,3.8917711886686535,0.24751479497933374,1.3722020121315979,0.3394213116773794,4.042769163050901,0.004839083222357789
Normal,IR,8,0.004755419847440867,4.770519040651681,0.9461268418870487,3.824392198764632,0.24739273398598338,1.3480335428138845,0.33590679244794686,4.01311784435791,0.004755427432824358
Normal,IR,9,0.0046438297271304595,4.777544209479582,0.9342363175496895,3.843307891929892,0.24308131011605444,1.3142468138389163,0.35311818820798035,3.721832683013338,0.0046438297271304595
Normal,IR,10,0.004751918600124608,4.858293735067899,0.9592047640070518,3.8990889710608467,0.2460074061213524,1.3479435060270126,0.37088466056663727,3.6344007971848327,0.004751918600124608
Normal,IR,11,0.004737684889109832,4.825705410917475,0.9573643949658294,3.868341015951646,0.24748707288680166,1.3401636817207279,0.3463904983338166,3.8689389234609197,0.004737684889109832
Normal,IR,12,0.004728933655972557,4.829547630244481,0.933917740090116,3.895629890154366,0.23973471978189106,1.3381976721480757,0.36981548119358654,3.618555036768653,0.004728933655972557
Normal,IR,13,0.004698519797771251,4.849422450746722,0.9336393268504485,3.9157831238962744,0.23842978462031386,1.344605691637288,0.3666828828712853,3.66694425741514,0.004698519797771251
Normal,IR,14,0.004800066469805339,4.838333994173489,0.946655733315199,3.89167826085829,0.24325128385778194,1.3568218634654758,0.34208538730198657,3.966325115979593,0.004800066469805339
Normal,IR,15,0.00472523234643261,4.837746104753951,0.9355511770348112,3.9021949277191403,0.2397499854220884,1.339818292635818,0.35259180868193374,3.799913269807247,0.004725233163674469
Normal,IR,16,0.004782182058206664,4.871737673237986,0.962917032890286,3.9088206403477,0.24634464496806174,1.3584458794779875,0.3513950894762012,3.8658647208272683,0.004782182058206664
Normal,IR,17,0.004774643296384112,4.82196619830842,0.9297919445644608,3.8921742537439585,0.2388875430410331,1.3651675115651014,0.33870464707976217,4.0305544176475845,0.004774643296384112
Normal,IR,18,0.0047730805102022145,4.761314297830113,0.9312555836720664,3.8300587141580467,0.24314394456398883,1.3345835063866196,0.33845486240971107,3.9431654102550935,0.0047730805102022145
Normal,IR,19,0.004684493605614195,4.797521756706471,0.9303259782910157,3.8671957784154563,0.24056862688038183,1.3175502857512422,0.3658606771680437,3.6012350273600933,0.004684493605614195
Normal,IR,20,0.004745040886070057,4.832861415657698,0.9630870090577719,3.869774406599927,0.24887419985392956,1.3378003268291605,0.3557787619769123,3.76020288393711,0.004745040886070057
Normal,IR,21,0.004728533140257481,4.799897521814506,0.945610986050758,3.854286535763748,0.24534008493568835,1.3548111819738482,0.3387267037314988,3.999717669285906,0.004728533140257481
Normal,IR,22,0.004721536991005915,4.773810578968561,0.9436321323454722,3.8301784466230893,0.24636766811150373,1.342746735387999,0.3480322464162296,3.8581101297784324,0.004721536991005915
Normal,IR,23,0.0047025629496262305,4.766745112029943,0.9441381440097567,3.822606968020186,0.24698802464087669,1.324112789431567,0.3414716653626324,3.8776651879019006,0.0047025629496262305
Normal,IR,24,0.004699130198047137,4.764711398201991,0.9494739872756648,3.815237410926325,0.2488636708574149,1.3205375730659643,0.3428472583992297,3.8516789640716906,0.004699130198047137
Ischaemia,Red,1,0.0017834633727099821,1.8020020681681777,0.6008386897010144,1.2011633784671631,0.5002139596261758,0.4791969539444281,0.13109075661194994,3.6554595177364746,0.0017221410986245174
Ischaemia,Red,2,0.0017146385264030437,1.6990915506832986,0.3420612415264109,1.357030309156888,0.2520660291949785,0.5053056868549463,0.11853917313855582,4.262773844932377,0.0017146449704373969
Ischaemia,Red,3,0.0017142136809512021,1.709997634221484,0.3076732236723021,1.4023244105491817,0.21940231615294378,0.4732939944095092,0.08908646507509696,5.312748620236957,0.0017142136809512021
Ischaemia,Red,4,0.0016702520760944009,1.7544277249371976,0.2912049086947146,1.4632228162424832,0.19901610709059403,0.47551293989898535,0.12050189725624073,3.9461033454754073,0.0016702520760944009
Ischaemia,Red,5,0.0018064748644825257,1.8320398889824294,0.4242932320111708,1.4077466569712584,0.30139885604419053,0.3899979201408535,0.10633974999500102,3.6674707262259605,0.0018019940264976356
Ischaemia,Red,6,0.001775508103241744,1.834747114202598,0.5313669822341189,1.303380131968479,0.4076838131877934,0.490548370678877,0.12561714905646437,3.905106702098275,0.0017730607957818865
Ischaemia,Red,7,0.00200964060621608,1.782875686544966,0.4359350108894355,1.3469406756555304,0.3236482636306712,0.5354887570786262,0.10521038722937495,5.089694764749584,0.0020096518622227397
Ischaemia,Red,8,0.001677617975179724,1.8198215417682038,0.27406321586552623,1.5457583259026777,0.1773001712318006,0.529851658803224,0.12418681936505603,4.266569202047822,0.0016776424082855233
Ischaemia,Red,9,0.001949386775564469,1.7813315236564804,0.2954692426859034,1.4858622809705768,0.19885372047596536,0.5871316692718573,0.068447249583077,8.577870883756017,0.0019493872633979759
Ischaemia,Red,10,0.0015852769638599658,1.740177322597707,0.3580018516520328,1.382175470945674,0.2590133157312441,0.4039671776494043,0.1802035195802289,2.241727456768973,0.0015854276353486824
Ischaemia,Red,11,0.00174907318460483,1.8267707386703194,0.34931924875911174,1.4774514899112077,0.2364336502040451,0.30395449176457895,0.11837804699121589,2.56765928725901,0.0017361172211720138
Ischaemia,Red,12,0.0018818800405267315,1.750182087335359,0.3343023086808222,1.4158797786545365,0.23610924721200455,0.5504333656121102,0.1021669312418165,5.387588321599897,0.0018820045705015126
Ischaemia,Red,13,0.0015350761342194485,1.7224635562784543,0.34454888862925714,1.377914667649197,0.2500509623118228,0.41801274448224945,0.22628769434760565,1.847262378484137,0.0015354049506107002
Ischaemia,Red,14,0.0017655344430425046,1.861350853527619,0.8755705533282856,0.9857803001993336,0.8882004977693685,0.45290692627549384,0.17831744310398268,2.5398913218567696,0.0015485853052434918
Ischaemia,Red,15,0.001677641441351551,1.8804626031366019,0.5814055602597685,1.299057042876833,0.4475596845017783,0.47118925278354234,0.14882606413112714,3.166039870330701,0.0016543720256457278
Ischaemia,Red,16,0.00190062102290664,1.9043245586660886,0.3319435629815792,1.5723809956845096,0.2111088622239886,0.5653450719107111,0.14149291379302004,3.995571627973641,0.00190062102290664
Ischaemia,Red,17,0.0018031075818223893,1.7888902874222286,0.7703290708726142,1.0185612165496143,0.7562913827429156,0.4926143500424406,0.1549756713935269,3.178656014927362,0.0016852255621371158
Ischaemia,Red,18,0.0016800453371554965,1.67535542230817,0.31969303615892114,1.355662386149249,0.23582054014717288,0.45157354364186253,0.11380017600839587,3.968126935133621,0.0016800453371554965
Ischaemia,Red,19,0.0014576391482255889,1.5934809946297963,0.29975170061009515,1.293729294019701,0.23169584394177792,0.43184049714953254,0.10327902586630275,4.181299092698267,0.001457805871165153
Ischaemia,Red,20,0.0016384358856305395,1.837882812048198,0.7190212421007487,1.1188615699474493,0.6426364631815173,0.5099889422140236,0.19264405770166312,2.647312085814837,0.001625797186335928
Ischaemia,Red,21,0.0016889256859204706,1.9034712836136465,0.349199357691363,1.5542719259222835,0.22467069749339577,0.5017491275951879,0.1771226315538591,2.8327781898532653,0.0016889363137378272
Ischaemia,Red,22,0.0017957556956393372,1.6446146641418509,0.3762630235818808,1.26835164055997,0.2966551321806647,0.5252432790955646,0.08704500780765476,6.03415741263653,0.0017963307530913307
Ischaemia,Red,23,0.0016364510276805247,1.7445684509237942,0.31083131267879544,1.4337371382449986,0.2167979780863291,0.4448367254993204,0.20856931708413184,2.1328004124397837,0.001636800925276728
Ischaemia,Red,24,0.0018416931393347292,1.9827600988471175,0.36975648566275265,1.613003613184365,0.22923475349989175,0.5301194451731671,0.17153500560243737,3.0904446781073505,0.0018418566796830275
Ischaemia,IR,1,0.0030488792951187745,3.1479990205496735,0.5833512936025554,2.564647726947118,0.22745864372451643,0.898741894691192,0.2304785337921235,3.899460309400433,0.0030488792951187745
Ischaemia,IR,2,0.0030276270693865184,3.123603238064854,0.584635749657522,2.5389674884073328,0.2302651579143527,0.9000453645471582,0.20926295668233597,4.301025746823598,0.0030276374320589486
Ischaemia,IR,3,0.003040762165193815,3.1211619780870112,0.5608327041990477,2.5603292738879637,0.21904710066740773,0.8993200067111913,0.21234455345127518,4.23519224813812,0.003040762819127289
Ischaemia,IR,4,0.0030693298518486966,3.1611624953145,0.584769921957324,2.576392573357176,0.22697236748953123,0.8931712584703212,0.22538027161931495,3.962952267530132,0.003069338543919758
Ischaemia,IR,5,0.0030630768154683583,3.186923352112367,0.5847944812621885,2.602128870850179,0.22473694051560245,0.9073727627347723,0.22881548773115212,3.9655216162679268,0.0030630768154683583
Ischaemia,IR,6,0.00305305253043142,3.13991833876222,0.5734938190089531,2.5664245197532667,0.22346023216146962,0.902901888832323,0.22125360197114136,4.080846055333782,0.00305305253043142
Ischaemia,IR,7,0.0030099904595075897,3.151800451215604,0.5816194291268236,2.5701810220887813,0.22629512245567146,0.8784417256552364,0.22885954151496107,3.8383443392409777,0.0030099904595075897
Ischaemia,IR,8,0.003045418770401824,3.20288652145305,0.5927087071655578,2.6101778142874927,0.22707598843312946,0.8935829166780149,0.23520840017100994,3.7991114094068457,0.003045418770401824
Ischaemia,IR,9,0.003047984776033923,3.180860578191863,0.6172011912517252,2.563659386940137,0.24075007561296488,0.8964648856997938,0.2255480561715053,3.9746070124325414,0.003047984776033923
Ischaemia,IR,10,0.003011983197379743,3.1036979241591798,0.5842767702954905,2.519421153863689,0.23190913095234825,0.8818345382435914,0.21419311462660734,4.117006934517254,0.003011983197379743
Ischaemia,IR,11,0.0029896423905517687,3.1476565070408205,0.5780904754948186,2.5695660315460014,0.2249759174886841,0.8623372075661935,0.23700451455414018,3.6384843098387702,0.0029896464331743275
Ischaemia,IR,12,0.0030213055460880534,3.139734804858089,0.5693130271487424,2.5704217777093463,0.22148622925848796,0.898226080963805,0.20934411535933956,4.290667924541363,0.003021341456957236
Ischaemia,IR,13,0.002967678306777535,3.0725640436731294,0.589458469891805,2.483105573781324,0.23738759886643304,0.85819679392957,0.21619599345600254,3.969531443255998,0.002967678306777535
Ischaemia,IR,14,0.0030252294510402927,3.155315809862845,0.6122459367048096,2.5430698731580357,0.24075073326416715,0.8623375166534543,0.25071043401463255,3.439575700320173,0.0030252294510402927
Ischaemia,IR,15,0.0030720338114788998,3.1737542765879896,0.6013332957510443,2.572420980836945,0.23376161998002312,0.9014114893078407,0.235120975035122,3.8338199693718913,0.003072063652134114
Ischaemia,IR,16,0.002996558197963221,3.1742601005402475,0.5898272440658814,2.5844328564743666,0.22822308677444703,0.8829506335915147,0.24574375477648325,3.592972828117664,0.002996558197963221
Ischaemia,IR,17,0.0030296913238429682,3.1339024319084947,0.5933458869094854,2.5405565449990086,0.23354956931679588,0.898497043956767,0.21543599763569804,4.170598478514831,0.003029746337177559
Ischaemia,IR,18,0.0029578842984133986,3.0764828055219837,0.5754121651931406,2.5010706403288436,0.2300663387570232,0.8733477668125617,0.2115326952138423,4.12866562272881,0.0029578842984133986
Ischaemia,IR,19,0.003020068877675832,3.095927486701477,0.5610502884752867,2.53487719822619,0.22133233470555821,0.8856971476293097,0.2265107860077691,3.9101764787436264,0.003020068877675832
Ischaemia,IR,20,0.002966039862967656,3.1422459678755135,0.5917533283443428,2.5504926395311704,0.2320153052678946,0.8684041645568792,0.2369863481312847,3.6643636707537444,0.002966039862967656
Ischaemia,IR,21,0.0030521400048587506,3.1263552856045074,0.5908901239124725,2.535465161692035,0.23304998737121033,0.8857001601031744,0.22588157171193957,3.9210819784479054,0.0030521400048587506
Ischaemia,IR,22,0.00300029604113144,3.1134589585451513,0.5792464382160742,2.534212520329077,0.22857058497243038,0.8789750908203536,0.2438858535702269,3.6040429485888685,0.003000305980727249
Ischaemia,IR,23,0.0030013865386536165,3.088734499280168,0.5865692528044602,2.502165246475708,0.23442466624881836,0.8771204585709248,0.21624382854005597,4.0561641203483,0.0030013865386536165
Ischaemia,IR,24,0.002975408325209118,3.101159013076512,0.5758412339019124,2.5253177791745998,0.22802723627524066,0.8729449930813449,0.2293422289362969,3.8062985483751355,0.002975445439077743
Congestion,Red,1,0.0028214129151763025,3.022377339214568,0.5414317787137511,2.4809455605008166,0.21823605778937563,0.8396881050643512,0.21531515799611517,3.899809529803291,0.0028214129151763025
Congestion,Red,2,0.0029978277005273286,2.973762490466628,0.5681756397051871,2.4055868507614404,0.2361900338478083,0.8118345817851798,0.23962694983666025,3.3879101759570873,0.002997833893315173
Congestion,Red,3,0.003130699127513854,3.1995278663923834,0.568345019301336,2.6311828470910474,0.21600361979011845,0.830966149204506,0.3486291888491197,2.3835243169043223,0.0031307663699606117
Congestion,Red,4,0.0031121403266632795,3.279144271008873,0.6254006758599893,2.653743595148884,0.23566733312262678,0.8313788466084645,0.2666667113054941,3.1176701528974675,0.0031121403266632795
Congestion,Red,5,0.0030912963064316998,3.2155761709497037,0.9132354657156377,2.3023407052340654,0.3966552229387763,0.7866283147123649,0.24171087582543987,3.2544183708161176,0.0030805900232663127
Congestion,Red,6,0.002838789296769229,3.0748800444655915,1.318830712154744,1.7560493323108477,0.7510214479107189,0.8810553268339509,0.22985345867813695,3.8331175519429093,0.0028669119747795208
Congestion,Red,7,0.002626868044544794,2.9446490842967417,0.5506000737856439,2.3940490105110976,0.22998696825680193,0.7486144691508944,0.2330717100128717,3.21194909974081,0.002626868044544794
Congestion,Red,8,0.002808266117135985,2.9750487064135305,0.5112287431385872,2.463819963274943,0.2074943586620895,0.7841705093315382,0.21663868316534854,3.619716007657891,0.002808266117135985
Congestion,Red,9,0.002753548204019661,3.220792691918509,0.5370446231719657,2.6837480687465436,0.20010992440985517,0.748713867687037,0.32054838092880555,2.335728121657017,0.002753654823625466
Congestion,Red,10,0.0031521030370306362,3.5233733952771997,0.6619914795241248,2.861381915753075,0.23135376507399857,0.8713748078119731,0.3739601417434833,2.3301274936666636,0.0031521422171308195
Congestion,Red,11,0.003372555720027172,3.742127604697271,0.7786881471838252,2.9634394575134455,0.2627649926201646,0.9297926259137266,0.39338120650821085,2.3635918811854055,0.003372557165746609
Congestion,Red,12,0.003002518978279179,3.2788189210217777,1.371489250442826,1.9073296705789518,0.719062504819381,0.8831663487948959,0.21815999954620852,4.048250598789684,0.0028451411556963836
Congestion,Red,13,0.0029756374491335565,3.0893808492460697,0.5801524460276616,2.509228403218408,0.23120750796680825,0.797091360184666,0.27259188434094583,2.924119924229657,0.0029757004366725835
Congestion,Red,14,0.002948154681829058,3.0790643145176873,0.588515771963982,2.490548542553705,0.2362996592552026,0.8068132198760642,0.20679288839298918,3.9015520608368144,0.0029482201903237096
Congestion,Red,15,0.0027526094826500046,2.843952398368944,0.5872859834320333,2.2566664149369107,0.2602449256765546,0.7643571503130292,0.1310510163821971,5.832516003415483,0.0027527506168997986
Congestion,Red,16,0.0028360356482534533,2.7502514014989083,0.624291590908661,2.1259598105902473,0.29365164280096806,0.7544043676494194,0.2373331079850084,3.1786731065649416,0.0028360739327489047
Congestion,Red,17,0.002751425086557532,2.817027452257903,0.5755711651264155,2.241456287131488,0.2567844701816625,0.7525469555647355,0.2623329750671721,2.868670838547997,0.002751425086557532
Congestion,Red,18,0.0023823752161439156,2.921293503953023,0.4640687268851807,2.457224777067842,0.1888588830847395,0.7267997617836147,0.26656886519779205,2.7264990652390515,0.0023824620396003106
Congestion,Red,19,0.002850598644256329,2.956495882685648,0.5242299676747977,2.4322659150108503,0.2155315191646959,0.8344245318336796,0.20489835135755838,4.07238284888669,0.0028506117548561622
Congestion,Red,20,0.0026116568051946848,2.908835034932422,0.47761288611668185,2.4312221488157406,0.19644971001491132,0.7835685238977644,0.23110596797632357,3.3905161807766024,0.0026116568051946848
Congestion,Red,21,0.002749568852430417,2.9424683161721172,1.1367222902119831,1.8057460259601341,0.629502861349273,0.7922868885523716,0.22660424046945243,3.4963462595007195,0.0026790437118792763
Congestion,Red,22,0.002744093022575395,2.9324643989083463,0.5347433539620573,2.397721044946289,0.22302150414417202,0.761865253742374,0.23226666409967295,3.280131725728121,0.002744093022575395
Congestion,Red,23,0.0028902123039713304,2.8400718100392544,0.5968201938966876,2.243251616142567,0.2660513825564352,0.8249902639392008,0.1600993302151901,5.152990102021841,0.0028902707118340994
Congestion,Red,24,0.0027494747341206527,2.723681801365612,0.5933401682193127,2.1303416331462994,0.2785187873097186,0.7490463589294014,0.18416399187143126,4.067279120732387,0.0027495143465700693
Congestion,IR,1,0.002876503365280684,3.0241030820497485,0.6451406584481949,2.3789624236015543,0.27118572872265245,0.7713906743237704,0.22350338557733357,3.45136013188876,0.002876503365280684
Congestion,IR,2,0.002805381566108825,3.0082641545031894,0.6357599950636754,2.372504159439514,0.2679700233755834,0.7533283114530211,0.21380403095049244,3.5234523320444726,0.002805381566108825
