Feature,Comparison,State1,State2,N1,N2,Mean1,Std1,Mean2,Std2,U_statistic,p_value,p_adjusted,Significant,Cliffs_Delta,Effect_Size,KW_H,KW_p,AUC,Sensitivity,Specificity,Optimal_Threshold
AUC,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,1.7863787694713242,0.08759758354963453,3.0522944062528636,0.234597207040802,0.0,3.06366423367317e-09,9.19099270101951e-09,Yes,-1.0,Large,50.22089041095887,1.243575648377365e-11,1.0,1.0,1.0,2.723681801365612
Amplitude,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,0.0017390980296984966,0.00012500813024806992,0.0028729111542181436,0.00020592054108102878,0.0,3.06366423367317e-09,9.19099270101951e-09,Yes,-1.0,Large,51.178843226788445,7.702920190889852e-12,1.0,1.0,1.0,0.0023823752161439156
D_AUC,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,1.3616769798492985,0.1574455300328257,2.3760520665394016,0.28789255376441286,0.0,3.06366423367317e-09,9.19099270101951e-09,Yes,-1.0,Large,48.35635464231348,3.159010045502708e-11,1.0,1.0,1.0,1.7560493323108477
Max_Start_Datum_Diff,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,0.0017203466475960274,0.00012980440230739057,0.0028641711534480746,0.0002057938058221288,0.0,3.06366423367317e-09,9.19099270101951e-09,Yes,-1.0,Large,51.125,7.913111885083699e-12,1.0,1.0,1.0,0.0023824620396003106
Start_Datum_Area,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,0.48000428716543736,0.06126620254496954,0.8039824412152168,0.05066606901012848,0.0,3.06366423367317e-09,9.19099270101951e-09,Yes,-1.0,Large,49.98706240487064,1.3978073362862947e-11,1.0,1.0,1.0,0.7267997617836147
End_Datum_Area,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,0.1372359647299077,0.04013889840604646,0.24639048948965114,0.060406748881516314,28.0,8.756634554187482e-08,2.6269903662562445e-07,Yes,-0.9027777777777778,Large,36.91628614916283,9.632307013320271e-09,0.951388888888889,0.875,0.9166666666666666,0.20489835135755838
S_AUC,Ischaemia vs Congestion,Ischaemia,Congestion,24,24,0.42470178962202604,0.1630685318676125,0.6762423397134613,0.24665444847975035,90.0,4.653490422623316e-05,0.0001396047126786995,Yes,-0.6875,Large,26.497146118721446,1.7628600148739418e-06,0.84375,1.0,0.75,0.4640687268851807
