PI,Crest_Time,Decay_Time,Pulse_Width,PW50,Systolic_Width,Diastolic_Width,Upslope,Downslope,DNP,RWI,Delta_T,State,Channel
0.23970906063866568,0.163,0.8,0.9635,0.52,0.163,0.8,6.134969325153374,1.25,0.9999454207238726,0.9999454207238726,0.163,Normal,IR
0.24158829224063116,0.162,0.805,0.9675,0.5165,0.162,0.805,6.172839506172839,1.2422360248447204,0.9999940943237294,0.9999940943237294,0.162,Normal,IR
0.23914317563996823,0.16,0.802,0.9625,0.5185,0.16,0.802,6.25,1.2468827930174562,0.999978001635615,0.999978001635615,0.16,Normal,IR
0.24446248493901804,0.163,0.801,0.9645,0.516,0.163,0.801,6.134969325153374,1.2484394506866416,0.9999904295525612,0.9999904295525612,0.163,Normal,IR
0.24051904757887516,0.1625,0.8035,0.9665,0.53,0.1625,0.8035,6.153846153846153,1.2445550715619167,0.9999395080590112,0.9999395080590112,0.1625,Normal,IR
0.24269382424940245,0.163,0.8045,0.968,0.5235,0.163,0.8045,6.134969325153374,1.2430080795525171,0.9998221454368221,0.9998221454368221,0.163,Normal,IR
0.24436163902094754,0.156,0.808,0.9645,0.5195,0.156,0.808,6.410256410256411,1.2376237623762376,0.9999926028831917,0.9999926028831917,0.156,Normal,IR
0.2424853781084354,0.159,0.7995,0.959,0.503,0.159,0.7995,6.289308176100628,1.2507817385866167,0.9999859865924116,0.9999859865924116,0.159,Normal,IR
0.23873766386082368,0.1655,0.799,0.965,0.5245,0.1655,0.799,6.042296072507552,1.2515644555694618,0.9999598932981903,0.9999598932981903,0.1655,Normal,IR
0.24065063411958962,0.167,0.7965,0.964,0.5165,0.167,0.7965,5.988023952095808,1.2554927809165097,0.9999443206219921,0.9999443206219921,0.167,Normal,IR
0.24060437370250748,0.162,0.8035,0.966,0.5175,0.162,0.8035,6.172839506172839,1.2445550715619167,0.9999824013383894,0.9999824013383894,0.162,Normal,IR
0.23962408060177498,0.1645,0.8,0.965,0.525,0.1645,0.8,6.0790273556231,1.25,0.9998721690310824,0.9998721690310824,0.1645,Normal,IR
0.2388798540144971,0.165,0.7955,0.961,0.5135,0.165,0.7955,6.0606060606060606,1.257071024512885,0.9999997800861938,0.9999997800861938,0.165,Normal,IR
0.2392041728574019,0.1685,0.795,0.964,0.5195,0.1685,0.795,5.9347181008902075,1.2578616352201257,0.9999534453294863,0.9999534453294863,0.1685,Normal,IR
0.24120895550745247,0.164,0.7965,0.961,0.5175,0.164,0.7965,6.097560975609756,1.2554927809165097,0.9999294172756691,0.9999294172756691,0.164,Normal,IR
0.23555422501306855,0.1705,0.8015,0.9725,0.5515,0.1705,0.8015,5.865102639296187,1.2476606363069245,0.9999790383279743,0.9999790383279743,0.1705,Normal,IR
0.2279385118415851,0.157,0.8065,0.964,0.5775,0.157,0.8065,6.369426751592357,1.2399256044637321,0.9998636750708108,0.9998636750708108,0.157,Normal,IR
0.07434591009700818,0.1635,0.8185,0.9825,0.612,0.1635,0.8185,6.116207951070336,1.2217470983506413,0.999878391698839,0.999878391698839,0.1635,Ischaemia,Red
0.06469328858801096,0.2305,0.7675,0.9985,0.7105,0.2305,0.7675,4.3383947939262475,1.3029315960912053,0.9999872710021632,0.9999872710021632,0.2305,Ischaemia,Red
0.07464453661420675,0.1385,0.821,0.96,0.6465,0.1385,0.821,7.2202166064981945,1.218026796589525,0.9997934044695028,0.9997934044695028,0.1385,Ischaemia,Red
